# time [s], momentum transfer frequency [Hz] at 3000 K, momentum transfer frequency [Hz] at 2000 K
1.527999999999999918e-07,4.290868411668771362e+11,7.782332425941632080e+11
1.531999999999999689e-07,4.278052408671785889e+11,7.757803763325854492e+11
1.535999999999999990e-07,4.251030486937440796e+11,7.706086265943276367e+11
1.539999999999999761e-07,4.216704904178240356e+11,7.637356167008271484e+11
1.543999999999999532e-07,4.180424772948468018e+11,7.562253103562242432e+11
1.547999999999999833e-07,4.151020242793698730e+11,7.501568668699844971e+11
1.552000000000000133e-07,4.121623203598183594e+11,7.443921676068596191e+11
1.556000000000000434e-07,4.101375731292973633e+11,7.404216796981387939e+11
1.559999999999999675e-07,4.093004720699702759e+11,7.387801416412722168e+11
1.563999999999999976e-07,4.094756611495315552e+11,7.391236838433074951e+11
1.568000000000000276e-07,4.105269625796437988e+11,7.411852644464366455e+11
1.571999999999999518e-07,4.119092199996389160e+11,7.438958429769813232e+11
1.575999999999999819e-07,4.138365781293872681e+11,7.476753528508985596e+11
1.580000000000000119e-07,4.164552242542770386e+11,7.529395569212148438e+11
1.584000000000000420e-07,4.192366764952493896e+11,7.586974077625706787e+11
1.587999999999999661e-07,4.221088733563131104e+11,7.646431079509134521e+11
1.591999999999999962e-07,4.250412991821282349e+11,7.704904436524641113e+11
1.596000000000000262e-07,4.282375757251323853e+11,7.766078258790847168e+11
1.599999999999999504e-07,4.312485595949675903e+11,7.823705748033873291e+11
1.603999999999999805e-07,4.337472652321070557e+11,7.871169266491202393e+11
1.608000000000000105e-07,4.354763151966250610e+11,7.902212876232974854e+11
1.612000000000000406e-07,4.368996932032384644e+11,7.927768408033146973e+11
1.615999999999999647e-07,4.376800577895317383e+11,7.941779185147932129e+11
1.619999999999999948e-07,4.374351002960764160e+11,7.937381183363022461e+11
1.624000000000000248e-07,4.364097782163278198e+11,7.918972404463327637e+11
1.627999999999999490e-07,4.348949348313546753e+11,7.891774690210966797e+11
1.631999999999999791e-07,4.327617536669666138e+11,7.852666904544987793e+11
1.636000000000000091e-07,4.298897613711688843e+11,7.797699587452983398e+11
1.640000000000000392e-07,4.266625880031961060e+11,7.735934428093823242e+11
1.643999999999999633e-07,4.234089412801555786e+11,7.673343629287445068e+11
1.647999999999999934e-07,4.197506799504813232e+11,7.597614401351461182e+11
1.652000000000000234e-07,4.157446938789615479e+11,7.514686965343081055e+11
1.655999999999999476e-07,4.102933400396188354e+11,7.407271354235190430e+11
1.659999999999999777e-07,4.040730407914911499e+11,7.312064801762191162e+11
1.664000000000000077e-07,3.920311303718793335e+11,7.228758255679333496e+11
1.668000000000000378e-07,3.719069089385656738e+11,7.303422991083599854e+11
1.671999999999999619e-07,3.498334112060570068e+11,7.574177348230222168e+11
1.675999999999999920e-07,3.378596849962924194e+11,7.907939701892622070e+11
1.680000000000000220e-07,3.373481093797354736e+11,7.937476201669865723e+11
1.683999999999999462e-07,3.448487360322854614e+11,7.672824849666136475e+11
1.687999999999999763e-07,3.565398691276420898e+11,7.441455496878594971e+11
1.692000000000000063e-07,3.632658203702385864e+11,7.356983365561522217e+11
1.696000000000000364e-07,3.671062126947296753e+11,7.333179321728917236e+11
1.699999999999999605e-07,3.679704587770438232e+11,7.327822433711418457e+11
1.703999999999999906e-07,3.660501253893168335e+11,7.339725306197426758e+11
1.708000000000000206e-07,3.589870125404474487e+11,7.393026145935361328e+11
1.711999999999999448e-07,3.493803036654052734e+11,7.583144417338809814e+11
1.715999999999999749e-07,3.426736125838507690e+11,7.715870882962705078e+11
1.720000000000000049e-07,3.395647547650763550e+11,7.810577259772116699e+11
1.724000000000000350e-07,3.380301912768858032e+11,7.898203497439654541e+11
1.727999999999999591e-07,3.373968782559102173e+11,7.934366769745439453e+11
1.731999999999999892e-07,3.373725152423609009e+11,7.935757940089318848e+11
1.736000000000000192e-07,3.391263110382434692e+11,7.835613157281053467e+11
1.739999999999999434e-07,3.420392102136118164e+11,7.728425805108563232e+11
1.743999999999999735e-07,3.494707179202294922e+11,7.581355105092441406e+11
1.748000000000000035e-07,3.605775731881911621e+11,7.373646026130404053e+11
1.752000000000000336e-07,3.688344304083950806e+11,7.322467246833332520e+11
1.755999999999999577e-07,3.750751708548041382e+11,7.283785037678070068e+11
1.759999999999999878e-07,3.763233738342785645e+11,7.276048255619134521e+11
1.764000000000000179e-07,3.736351266522310791e+11,7.292710916188016357e+11
1.767999999999999420e-07,3.685465313482656250e+11,7.324251742079555664e+11
1.771999999999999721e-07,3.617297183306347656e+11,7.366504642866680908e+11
1.776000000000000021e-07,3.504678653896226196e+11,7.561621400690524902e+11
1.780000000000000322e-07,3.413141863352424316e+11,7.742774141076141357e+11
1.783999999999999564e-07,3.373407323398423462e+11,7.938449625137015381e+11
1.787999999999999864e-07,3.385660731322151489e+11,7.867603713736875000e+11
1.792000000000000165e-07,3.572649966326645508e+11,7.427105110123343506e+11
1.796000000000000465e-07,3.891618702755820312e+11,7.208908569034379883e+11
1.799999999999999707e-07,4.054371461233687134e+11,7.321501751526146240e+11
1.804000000000000007e-07,4.123764650796887817e+11,7.448121010228165283e+11
1.808000000000000308e-07,4.176947957647252808e+11,7.555055790010546875e+11
1.811999999999999550e-07,4.208088486441944580e+11,7.619519424251523438e+11
1.815999999999999850e-07,4.218065641362371826e+11,7.640173012692373047e+11
1.820000000000000151e-07,4.206123217241108398e+11,7.615451144108208008e+11
1.824000000000000451e-07,4.178761985814603882e+11,7.558810987908884277e+11
1.827999999999999693e-07,4.142454453998882446e+11,7.484771332061571045e+11
1.831999999999999993e-07,4.087747935294567871e+11,7.377492967745548096e+11
1.836000000000000294e-07,3.996514301721256714e+11,7.281475875587926025e+11
1.839999999999999536e-07,3.892558584103264771e+11,7.209558783710083008e+11
1.843999999999999836e-07,3.749791130177733154e+11,7.284380436473282471e+11
1.848000000000000137e-07,3.624018487388873291e+11,7.362338552439606934e+11
1.852000000000000437e-07,3.532771839549900513e+11,7.506024546823447266e+11
1.855999999999999679e-07,3.464800527119481812e+11,7.640540837390628662e+11
1.859999999999999979e-07,3.421298317217421875e+11,7.726632391286846924e+11
1.864000000000000280e-07,3.397352680085200806e+11,7.800840657728311768e+11
1.867999999999999522e-07,3.382981287231252441e+11,7.882903804383684082e+11
1.871999999999999822e-07,3.373186022744776001e+11,7.941369756418345947e+11
1.876000000000000123e-07,3.372559011254873657e+11,7.949643368968702393e+11
1.880000000000000423e-07,3.372743431980628052e+11,7.947209879860887451e+11
1.883999999999999665e-07,3.374455903573081055e+11,7.931585224239355469e+11
1.887999999999999965e-07,3.387122233621095581e+11,7.859258282036950684e+11
1.892000000000000266e-07,3.402711429009991455e+11,7.770241271616370850e+11
1.895999999999999508e-07,3.467519431430025024e+11,7.635160083228558350e+11
1.899999999999999808e-07,3.534585305979038696e+11,7.502435668392337646e+11
1.904000000000000109e-07,3.583525583568818359e+11,7.405582093475058594e+11
1.908000000000000409e-07,3.609615300853513794e+11,7.371266132088967285e+11
1.911999999999999651e-07,3.585339049997956543e+11,7.401993215043948975e+11
1.915999999999999951e-07,3.523709688736865234e+11,7.523958685040621338e+11
1.920000000000000252e-07,3.443049551701768188e+11,7.683586357990278320e+11
1.923999999999999494e-07,3.391750231396413574e+11,7.832831611774971924e+11
1.927999999999999794e-07,3.372964732634276123e+11,7.944289748579556885e+11
1.932000000000000095e-07,0.000000000000000000e+00,0.000000000000000000e+00
1.936000000000000395e-07,3.379083970976902466e+11,7.905158156386538086e+11
1.939999999999999637e-07,3.391506670889424438e+11,7.834222384528012695e+11
1.943999999999999937e-07,3.398326991741662598e+11,7.795277169125307617e+11
1.948000000000000238e-07,3.405891365502098389e+11,7.757122989740635986e+11
1.951999999999999480e-07,3.430361504296987305e+11,7.708696202281998291e+11
1.955999999999999780e-07,3.454831384025245361e+11,7.660269927520277100e+11
1.960000000000000081e-07,3.468425905577961426e+11,7.633366156709921875e+11
1.964000000000000381e-07,3.490176103795776978e+11,7.590322174201027832e+11
1.967999999999999623e-07,3.525523155166003418e+11,7.520369806609511719e+11
1.971999999999999923e-07,3.560867615869902954e+11,7.450422565987181396e+11
1.976000000000000224e-07,3.588056658975336304e+11,7.396615024366470947e+11
1.979999999999999466e-07,3.636497772673988037e+11,7.354603471520085449e+11
1.983999999999999766e-07,3.696986764907092896e+11,7.317110358815833740e+11
1.988000000000000067e-07,3.744990982835823364e+11,7.287355729309930420e+11
1.992000000000000367e-07,3.779555337109131470e+11,7.265931579518762207e+11
1.995999999999999609e-07,3.792037366903875122e+11,7.258194797459826660e+11
1.999999999999999909e-07,3.804519396698618774e+11,7.250458015400891113e+11
