# Data from [Minesi2022](https://doi.org/10.1088/1361-6595/ac5cd4)
# Data from Fig.3 of the paper, anode configuration, provided by the authors.
# Time [s];Voltage [kV];Current [A];Energy [J]
4.884E-7;-0.457579;-1.22441;0.0020029
4.888E-7;-0.368022;-1.16444;0.00200314
4.892E-7;-0.278465;-1.07198;0.00200326
4.896E-7;-0.190658;-0.912058;0.00200338
4.9E-7;-0.108098;-0.704659;0.00200344
4.904E-7;-0.0346333;-0.507254;0.00200344
4.908E-7;0.026937;-0.30985;0.00200344
4.912E-7;0.0888571;-0.0874576;0.00200344
4.916E-7;0.133985;0.157424;0.00200344
4.92E-7;0.159173;0.387312;0.00200344
4.924E-7;0.173166;0.567225;0.00200344
4.928E-7;0.176315;0.709656;0.00200351
4.932E-7;0.169318;0.789618;0.00200357
4.936E-7;0.143431;0.807109;0.00200363
4.94E-7;0.106349;0.767129;0.00200369
4.944E-7;0.0804611;0.729647;0.00200369
4.948E-7;0.0591214;0.689666;0.00200369
4.952E-7;0.0370821;0.622199;0.00200375
4.956E-7;0.0279865;0.499758;0.00200375
4.96E-7;0.0276366;0.364823;0.00200375
4.964E-7;0.0528245;0.282363;0.00200375
4.968E-7;0.0780123;0.222392;0.00200375
4.972E-7;0.106698;0.18491;0.00200375
4.976E-7;0.149378;0.167419;0.00200375
4.98E-7;0.179463;0.157424;0.00200375
4.984E-7;0.202202;0.179913;0.00200381
4.988E-7;0.20675;0.232387;0.00200381
4.992E-7;0.196955;0.332339;0.00200381
4.996E-7;0.178414;0.422296;0.00200387
5E-7;0.153576;0.397308;0.00200387
5.004E-7;0.110547;0.209898;0.00200387
5.008E-7;0.0752137;-0.10245;0.00200393
5.012E-7;0.0262373;-0.422296;0.00200393
5.016E-7;-0.0447784;-0.697162;0.00200393
5.02E-7;-0.136784;-0.854586;0.00200393
5.024E-7;-0.257126;-0.959535;0.00200405
5.028E-7;-0.378167;-1.05949;0.00200418
5.032E-7;-0.495011;-1.16943;0.00200436
5.036E-7;-0.603109;-1.29437;0.00200466
5.04E-7;-0.675174;-1.33685;0.00200503
5.044E-7;-0.698263;-1.18193;0.00200546
5.048E-7;-0.670626;-0.787119;0.00200576
5.052E-7;-0.607307;-0.239884;0.00200594
5.056E-7;-0.528595;0.297356;0.002006
5.06E-7;-0.430292;0.744639;0.00200594
5.064E-7;-0.335138;1.06448;0.00200576
5.068E-7;-0.257825;1.2319;0.00200564
5.072E-7;-0.201852;1.2344;0.00200552
5.076E-7;-0.156025;1.11696;0.00200546
5.08E-7;-0.121391;0.927051;0.00200539
5.084E-7;-0.095154;0.679671;0.00200533
5.088E-7;-0.0783621;0.364823;0.00200533
5.092E-7;-0.0615703;0.0324843;0.00200533
5.096E-7;-0.0409302;-0.257375;0.00200533
5.1E-7;-0.0241383;-0.464775;0.00200539
5.104E-7;-0.0181912;-0.617201;0.00200539
5.108E-7;-0.0199404;-0.704659;0.00200539
5.112E-7;-0.0286861;-0.719652;0.00200539
5.116E-7;-0.0468774;-0.669676;0.00200539
5.12E-7;-0.0692665;-0.622199;0.00200539
5.124E-7;-0.0962035;-0.607206;0.00200546
5.128E-7;-0.122091;-0.597211;0.00200546
5.132E-7;-0.140982;-0.554731;0.00200552
5.136E-7;-0.150777;-0.484765;0.00200552
5.14E-7;-0.141682;-0.389811;0.00200558
5.144E-7;-0.117893;-0.239884;0.00200558
5.148E-7;-0.0867581;-0.0324843;0.00200558
5.152E-7;-0.0535241;0.212397;0.00200558
5.156E-7;-0.0220394;0.442286;0.00200558
5.16E-7;0.00804611;0.637191;0.00200558
5.164E-7;0.0353329;0.78462;0.00200558
5.168E-7;0.0531743;0.869579;0.00200558
5.172E-7;0.0629696;0.872078;0.00200564
5.176E-7;0.072415;0.787119;0.00200564
5.18E-7;0.0818605;0.684668;0.0020057
5.184E-7;0.0913059;0.597211;0.0020057
5.188E-7;0.0965534;0.499758;0.0020057
5.192E-7;0.104949;0.389811;0.00200576
5.196E-7;0.118593;0.279864;0.00200576
5.2E-7;0.132236;0.197404;0.00200576
5.204E-7;0.142731;0.112446;0.00200576
5.208E-7;0.160572;0.0199903;0.00200576
5.212E-7;0.182612;-0.0549734;0.00200576
5.216E-7;0.200103;-0.10245;0.00200576
5.22E-7;0.212697;-0.127438;0.00200576
5.224E-7;0.217245;-0.154925;0.00200576
5.228E-7;0.221793;-0.147429;0.00200576
5.232E-7;0.214796;-0.107448;0.00200576
5.236E-7;0.195905;-0.0699661;0.0020057
5.24E-7;0.176315;-0.0549734;0.0020057
5.244E-7;0.153576;-0.0624697;0.0020057
5.248E-7;0.131187;-0.0699661;0.0020057
5.252E-7;0.105999;-0.0799613;0.0020057
5.256E-7;0.0811608;-0.0899564;0.0020057
5.26E-7;0.0647187;-0.10245;0.0020057
5.264E-7;0.051775;-0.107448;0.0020057
5.268E-7;0.0360326;-0.094954;0.0020057
5.272E-7;0.02064;-0.0424794;0.0020057
5.276E-7;0.00174916;0.0424794;0.0020057
5.28E-7;-0.0167919;0.174915;0.0020057
5.284E-7;-0.0395309;0.307351;0.0020057
5.288E-7;-0.0710157;0.402305;0.0020057
5.292E-7;-0.0885072;0.477269;0.0020057
5.296E-7;-0.108797;0.534741;0.00200564
5.3E-7;-0.130137;0.589714;0.00200564
5.304E-7;-0.141682;0.649685;0.00200558
5.308E-7;-0.156025;0.679671;0.00200558
5.312E-7;-0.154975;0.659681;0.00200552
5.316E-7;-0.159873;0.514751;0.00200546
5.32E-7;-0.170368;0.287361;0.00200546
5.324E-7;-0.181912;0.0249879;0.00200546
5.328E-7;-0.200453;-0.192407;0.00200546
5.332E-7;-0.218295;-0.337337;0.00200546
5.336E-7;-0.230888;-0.449782;0.00200546
5.34E-7;-0.251528;-0.547235;0.00200552
5.344E-7;-0.251528;-0.644688;0.00200558
5.348E-7;-0.246981;-0.72215;0.00200564
5.352E-7;-0.24908;-0.742141;0.00200576
5.356E-7;-0.24768;-0.712155;0.00200582
5.36E-7;-0.274967;-0.687167;0.00200588
5.364E-7;-0.318346;-0.72215;0.002006
5.368E-7;-0.389712;-0.839593;0.00200613
5.372E-7;-0.495711;-1.04699;0.00200637
5.376E-7;-0.60101;-1.19942;0.00200667
5.38E-7;-0.695464;-1.2419;0.00200698
5.384E-7;-0.776275;-1.18443;0.0020074
5.388E-7;-0.818954;-1.09197;0.00200783
5.392E-7;-0.822453;-0.969531;0.0020082
5.396E-7;-0.785371;-0.809608;0.0020085
5.4E-7;-0.721352;-0.617201;0.00200874
5.404E-7;-0.650686;-0.424794;0.00200893
5.408E-7;-0.564627;-0.252378;0.00200899
5.412E-7;-0.471922;-0.0649685;0.00200905
5.416E-7;-0.382365;0.109947;0.00200911
5.42E-7;-0.287211;0.267371;0.00200905
5.424E-7;-0.188209;0.387312;0.00200905
5.428E-7;-0.0794116;0.457279;0.00200899
5.432E-7;0.026937;0.492262;0.00200899
5.436E-7;0.120692;0.477269;0.00200905
5.44E-7;0.201852;0.45478;0.00200905
5.444E-7;0.263423;0.472271;0.00200911
5.448E-7;0.304703;0.547235;0.00200917
5.452E-7;0.324993;0.609705;0.00200923
5.456E-7;0.333739;0.624698;0.00200935
5.46E-7;0.340036;0.57722;0.00200941
5.464E-7;0.341085;0.512252;0.00200954
5.468E-7;0.342135;0.452281;0.0020096
5.472E-7;0.336537;0.422296;0.00200972
5.476E-7;0.33024;0.409802;0.00200978
5.48E-7;0.323594;0.422296;0.0020099
5.484E-7;0.30995;0.417298;0.00200996
5.488E-7;0.29071;0.369821;0.00201002
5.492E-7;0.271119;0.279864;0.00201008
5.496E-7;0.251528;0.179913;0.00201008
5.5E-7;0.245232;0.104949;0.00201008
5.504E-7;0.244882;0.0549734;0.00201015
5.508E-7;0.257825;0.0324843;0.00201015
5.512E-7;0.283013;0.0774625;0.00201015
5.516E-7;0.307501;0.18491;0.00201015
5.52E-7;0.33199;0.347332;0.00201015
5.524E-7;0.353329;0.512252;0.00201021
5.528E-7;0.370821;0.644688;0.00201033
5.532E-7;0.384114;0.724649;0.00201045
5.536E-7;0.389712;0.727148;0.00201057
5.54E-7;0.39251;0.657182;0.00201069
5.544E-7;0.397408;0.564727;0.00201075
5.548E-7;0.400906;0.477269;0.00201088
5.552E-7;0.39426;0.402305;0.00201094
5.556E-7;0.383415;0.32984;0.002011
5.56E-7;0.363474;0.24738;0.00201106
5.564E-7;0.336188;0.174915;0.00201106
5.568E-7;0.302604;0.114944;0.00201112
5.572E-7;0.258525;0.0524746;0.00201112
5.576E-7;0.214796;-0.00249879;0.00201112
5.58E-7;0.169668;-0.0499758;0.00201112
5.584E-7;0.119992;-0.0724649;0.00201112
5.588E-7;0.0741642;-0.0774625;0.00201112
5.592E-7;0.0283363;-0.0549734;0.00201112
5.596E-7;-0.00804611;-0.0174915;0.00201112
5.6E-7;-0.0377817;0.012494;0.00201112
5.604E-7;-0.0633194;0;0.00201112
5.608E-7;-0.0734645;-0.0299855;0.00201112
5.612E-7;-0.0748638;-0.0499758;0.00201112
5.616E-7;-0.074514;-0.0424794;0.00201112
5.62E-7;-0.0647187;-0.0349831;0.00201112
5.624E-7;-0.0556231;-0.059971;0.00201112
5.628E-7;-0.0391811;-0.122441;0.00201112
5.632E-7;-0.0223892;-0.222392;0.00201112
5.636E-7;-0.0111946;-0.319845;0.00201112
5.64E-7;0.00489763;-0.357327;0.00201112
5.644E-7;0.0153926;-0.327341;0.00201112
5.648E-7;0.029036;-0.237385;0.00201112
5.652E-7;0.0461777;-0.142431;0.00201112
5.656E-7;0.0528245;-0.0799613;0.00201112
5.66E-7;0.0612204;-0.0449782;0.00201112
5.664E-7;0.0640191;-0.00749637;0.00201112
5.668E-7;0.0619201;0.0374818;0.00201112
5.672E-7;0.0549235;0.0874576;0.00201112
5.676E-7;0.0430292;0.094954;0.00201112
5.68E-7;0.0314848;0.0624697;0.00201112
5.684E-7;0.0286861;-0.00249879;0.00201112
5.688E-7;0.0160922;-0.0674673;0.00201112
5.692E-7;0.0237885;-0.0974528;0.00201112
5.696E-7;0.0363824;-0.0724649;0.00201112
5.7E-7;0.0535241;-0.0174915;0.00201112
5.704E-7;0.0780123;0.0524746;0.00201112
5.708E-7;0.0979527;0.0874576;0.00201112
5.712E-7;0.125939;0.152426;0.00201112
5.716E-7;0.152526;0.254877;0.00201112
5.72E-7;0.167569;0.384814;0.00201118
5.724E-7;0.18716;0.534741;0.00201118
5.728E-7;0.20605;0.654683;0.00201124
5.732E-7;0.218644;0.694664;0.0020113
5.736E-7;0.230189;0.644688;0.00201142
5.74E-7;0.231938;0.53724;0.00201149
5.744E-7;0.226341;0.407303;0.00201155
5.748E-7;0.213747;0.282363;0.00201161
5.752E-7;0.188209;0.159923;0.00201161
5.756E-7;0.162671;0.0549734;0.00201161
5.76E-7;0.133635;-0.0174915;0.00201161
5.764E-7;0.101101;-0.0724649;0.00201161
5.768E-7;0.0717154;-0.104949;0.00201161
5.772E-7;0.0444285;-0.129937;0.00201161
5.776E-7;0.0199404;-0.137433;0.00201161
5.78E-7;-0.00279865;-0.122441;0.00201161
5.784E-7;-0.0251878;-0.0624697;0.00201161
5.788E-7;-0.0430292;0.0224891;0.00201161
5.792E-7;-0.0580719;0.139932;0.00201161
5.796E-7;-0.0661181;0.257375;0.00201161
5.8E-7;-0.0717154;0.347332;0.00201161
5.804E-7;-0.0734645;0.404804;0.00201155
5.808E-7;-0.0759133;0.417298;0.00201155
5.812E-7;-0.0780123;0.379816;0.00201155
5.816E-7;-0.0815106;0.317346;0.00201155
5.82E-7;-0.0885072;0.224891;0.00201155
5.824E-7;-0.0965534;0.12494;0.00201155
5.828E-7;-0.10285;0.0274867;0.00201155
5.832E-7;-0.108797;-0.0449782;0.00201155
5.836E-7;-0.112296;-0.0824601;0.00201155
5.84E-7;-0.110896;-0.104949;0.00201155
5.844E-7;-0.104949;-0.119942;0.00201155
5.848E-7;-0.0941045;-0.119942;0.00201155
5.852E-7;-0.0853588;-0.107448;0.00201155
5.856E-7;-0.0790618;-0.0799613;0.00201155
5.86E-7;-0.0689167;-0.047477;0.00201155
5.864E-7;-0.0601709;-0.00999516;0.00201155
5.868E-7;-0.0500258;0;0.00201155
5.872E-7;-0.0412801;-0.00249879;0.00201155
5.876E-7;-0.0353329;-0.0249879;0.00201155
5.88E-7;-0.0297356;-0.0299855;0.00201155
5.884E-7;-0.0241383;-0.0174915;0.00201155
5.888E-7;-0.0202902;0.00749637;0.00201155
5.892E-7;-0.0146929;0.0324843;0.00201155
5.896E-7;-0.0129437;0.0499758;0.00201155
5.9E-7;-0.0143431;0.0549734;0.00201155
5.904E-7;-0.0136434;0.0549734;0.00201155
5.908E-7;-0.0157424;0.0424794;0.00201155
5.912E-7;-0.0157424;0.0349831;0.00201155
5.916E-7;-0.0108448;0.0149927;0.00201155
5.92E-7;-0.0115444;-0.0149927;0.00201155
5.924E-7;-0.00664679;-0.0424794;0.00201155
5.928E-7;-6.99662E-4;-0.047477;0.00201155
5.932E-7;0.00594713;-0.0324843;0.00201155
5.936E-7;0.0164421;-0.00749637;0.00201155
5.94E-7;0.0276366;0.00499758;0.00201155
5.944E-7;0.0391811;-0.00499758;0.00201155
5.948E-7;0.0524746;-0.0199903;0.00201155
5.952E-7;0.0633194;-0.0174915;0.00201155
5.956E-7;0.074514;0.0149927;0.00201155
5.96E-7;0.0822103;0.0549734;0.00201155
5.964E-7;0.0878076;0.0849589;0.00201155
5.968E-7;0.0962035;0.0974528;0.00201155
5.972E-7;0.0983025;0.0799613;0.00201155
5.976E-7;0.1025;0.0749637;0.00201155
5.98E-7;0.1039;0.0849589;0.00201155
5.984E-7;0.105299;0.122441;0.00201155
5.988E-7;0.108797;0.142431;0.00201155
5.992E-7;0.105999;0.129937;0.00201161
5.996E-7;0.107398;0.107448;0.00201161
6E-7;0.108098;0.094954;0.00201161
6.004E-7;0.101801;0.0974528;0.00201161
6.008E-7;0.093055;0.12494;0.00201161
6.012E-7;0.0846591;0.149927;0.00201161
6.016E-7;0.072415;0.177414;0.00201161
6.02E-7;0.0580719;0.169918;0.00201161
6.024E-7;0.0377817;0.14493;0.00201161
6.028E-7;0.0181912;0.127438;0.00201161
6.032E-7;0.00244882;0.137433;0.00201161
6.036E-7;-0.0181912;0.154925;0.00201161
6.04E-7;-0.0272868;0.152426;0.00201161
6.044E-7;-0.0370821;0.127438;0.00201161
6.048E-7;-0.0409302;0.094954;0.00201161
6.052E-7;-0.0402306;0.0624697;0.00201161
6.056E-7;-0.0419797;0.0399806;0.00201161
6.06E-7;-0.0405804;0.047477;0.00201161
6.064E-7;-0.0405804;0.0624697;0.00201161
6.068E-7;-0.0468774;0.0649685;0.00201161
6.072E-7;-0.049676;0.0299855;0.00201161
6.076E-7;-0.0545736;-0.0199903;0.00201161
6.08E-7;-0.0608706;-0.0549734;0.00201161
6.084E-7;-0.0594713;-0.0574722;0.00201167
6.088E-7;-0.0601709;-0.0249879;0.00201167
6.092E-7;-0.0580719;0.00749637;0.00201167
6.096E-7;-0.0535241;0.0449782;0.00201167
6.1E-7;-0.0535241;0.059971;0.00201167
6.104E-7;-0.0549235;0.0574722;0.00201167
6.108E-7;-0.0626197;0.0299855;0.00201167
6.112E-7;-0.0773127;-0.00499758;0.00201167
6.116E-7;-0.0906062;-0.0399806;0.00201167
6.12E-7;-0.106349;-0.059971;0.00201167
6.124E-7;-0.123141;-0.0724649;0.00201167
6.128E-7;-0.133635;-0.0799613;0.00201167
6.132E-7;-0.137484;-0.0974528;0.00201173
6.136E-7;-0.136434;-0.122441;0.00201173
6.14E-7;-0.132586;-0.14493;0.00201173
6.144E-7;-0.125589;-0.149927;0.00201173
6.148E-7;-0.112646;-0.12494;0.00201173
6.152E-7;-0.0969032;-0.0774625;0.00201173
6.156E-7;-0.0790618;-0.0399806;0.00201173
6.16E-7;-0.0580719;-0.0299855;0.00201173
6.164E-7;-0.0356828;-0.0424794;0.00201173
6.168E-7;-0.0132936;-0.0399806;0.00201173
6.172E-7;0.00594713;-0.0299855;0.00201173
6.176E-7;0.0262373;0.00249879;0.00201173
6.18E-7;0.0458279;0.0499758;0.00201173
6.184E-7;0.0636692;0.0924552;0.00201173
6.188E-7;0.0780123;0.109947;0.00201173
6.192E-7;0.0885072;0.122441;0.00201173
6.196E-7;0.0944544;0.12494;0.00201173
6.2E-7;0.0969032;0.132436;0.00201173
6.204E-7;0.0958537;0.129937;0.00201173
6.208E-7;0.0941045;0.12494;0.00201173
6.212E-7;0.0906062;0.119942;0.00201179
6.216E-7;0.0839594;0.114944;0.00201179
6.22E-7;0.078712;0.122441;0.00201179
6.224E-7;0.0710157;0.132436;0.00201179
6.228E-7;0.0668177;0.139932;0.00201179
6.232E-7;0.0654184;0.139932;0.00201179
6.236E-7;0.0636692;0.134935;0.00201179
6.24E-7;0.0629696;0.149927;0.00201179
6.244E-7;0.0629696;0.16492;0.00201179
6.248E-7;0.0675174;0.182412;0.00201179
6.252E-7;0.072415;0.194906;0.00201179
6.256E-7;0.076613;0.189908;0.00201179
6.26E-7;0.0832598;0.167419;0.00201185
6.264E-7;0.0860584;0.147429;0.00201185
6.268E-7;0.0885072;0.139932;0.00201185
6.272E-7;0.0892069;0.142431;0.00201185
6.276E-7;0.0888571;0.137433;0.00201185
6.28E-7;0.0871079;0.122441;0.00201185
6.284E-7;0.0839594;0.0924552;0.00201185
6.288E-7;0.0773127;0.0724649;0.00201185
6.292E-7;0.0699662;0.059971;0.00201185
6.296E-7;0.0622699;0.0724649;0.00201185
6.3E-7;0.0531743;0.0924552;0.00201185
6.304E-7;0.043379;0.104949;0.00201185
6.308E-7;0.0328841;0.0899564;0.00201185
6.312E-7;0.0213397;0.0699661;0.00201185
6.316E-7;0.0115444;0.0674673;0.00201185
6.32E-7;-0.00139932;0.0999516;0.00201185
6.324E-7;-0.0160922;0.134935;0.00201185
6.328E-7;-0.0283363;0.159923;0.00201185
6.332E-7;-0.0395309;0.162421;0.00201185
6.336E-7;-0.0479268;0.149927;0.00201185
6.34E-7;-0.0580719;0.139932;0.00201185
6.344E-7;-0.0647187;0.149927;0.00201185
6.348E-7;-0.0678672;0.169918;0.00201185
6.352E-7;-0.072415;0.18491;0.00201185
6.356E-7;-0.0731147;0.162421;0.00201185
6.36E-7;-0.0717154;0.114944;0.00201185
6.364E-7;-0.0699662;0.0649685;0.00201185
6.368E-7;-0.0657682;0.0349831;0.00201185
6.372E-7;-0.0640191;0.0149927;0.00201185
6.376E-7;-0.0577221;0.0224891;0.00201185
6.38E-7;-0.0510753;0.0199903;0.00201185
6.384E-7;-0.0468774;0.00999516;0.00201185
6.388E-7;-0.0367323;-0.00999516;0.00201185
6.392E-7;-0.0307851;-0.0274867;0.00201185
6.396E-7;-0.0234387;-0.0249879;0.00201185
6.4E-7;-0.0146929;-0.00749637;0.00201185
6.404E-7;-0.00979527;0;0.00201185
6.408E-7;-0.00664679;0.00499758;0.00201185
6.412E-7;-0.00524747;-0.00499758;0.00201185
6.416E-7;-0.00594713;-0.00249879;0.00201185
6.42E-7;-0.00244882;0.00749637;0.00201185
6.424E-7;0;0.0399806;0.00201185
6.428E-7;0.00419797;0.0824601;0.00201185
6.432E-7;0.0143431;0.134935;0.00201185
6.436E-7;0.0258875;0.177414;0.00201185
6.44E-7;0.0367323;0.199903;0.00201185
6.444E-7;0.0482767;0.197404;0.00201185
6.448E-7;0.0584218;0.187409;0.00201185
6.452E-7;0.0668177;0.177414;0.00201185
6.456E-7;0.0710157;0.16492;0.00201185
6.46E-7;0.0752137;0.154925;0.00201185
6.464E-7;0.0825601;0.159923;0.00201185
6.468E-7;0.0888571;0.172417;0.00201185
6.472E-7;0.0941045;0.16492;0.00201185
6.476E-7;0.0986523;0.134935;0.00201191
6.48E-7;0.1025;0.109947;0.00201191
6.484E-7;0.100751;0.0974528;0.00201191
6.488E-7;0.0965534;0.10245;0.00201191
6.492E-7;0.0902564;0.119942;0.00201191
6.496E-7;0.0860584;0.137433;0.00201191
6.5E-7;0.0829099;0.14493;0.00201191
6.504E-7;0.0783621;0.14493;0.00201191
6.508E-7;0.074514;0.142431;0.00201191
6.512E-7;0.0734645;0.157424;0.00201191
6.516E-7;0.0699662;0.174915;0.00201191
6.52E-7;0.0647187;0.187409;0.00201191
6.524E-7;0.0584218;0.189908;0.00201191
6.528E-7;0.049676;0.204901;0.00201191
6.532E-7;0.0426794;0.219894;0.00201191
6.536E-7;0.0349831;0.232387;0.00201191
6.54E-7;0.0258875;0.224891;0.00201191
6.544E-7;0.0199404;0.2074;0.00201191
6.548E-7;0.0129437;0.177414;0.00201191
6.552E-7;0.00664679;0.154925;0.00201191
6.556E-7;-0.00349831;0.147429;0.00201191
6.56E-7;-0.0129437;0.16492;0.00201191
6.564E-7;-0.0213397;0.182412;0.00201191
6.568E-7;-0.0297356;0.179913;0.00201191
6.572E-7;-0.0374319;0.157424;0.00201191
6.576E-7;-0.043379;0.129937;0.00201191
6.58E-7;-0.0493262;0.104949;0.00201191
6.584E-7;-0.0542238;0.0899564;0.00201191
6.588E-7;-0.0573723;0.0799613;0.00201191
6.592E-7;-0.0587716;0.0774625;0.00201191
6.596E-7;-0.0594713;0.0674673;0.00201191
6.6E-7;-0.0591214;0.0549734;0.00201191
6.604E-7;-0.0608706;0.0424794;0.00201191
6.608E-7;-0.0612204;0.0449782;0.00201191
6.612E-7;-0.0626197;0.0449782;0.00201191
6.616E-7;-0.0629696;0.0499758;0.00201191
6.62E-7;-0.0633194;0.047477;0.00201191
6.624E-7;-0.0654184;0.0449782;0.00201191
6.628E-7;-0.0657682;0.047477;0.00201191
6.632E-7;-0.0650686;0.0699661;0.00201191
6.636E-7;-0.0647187;0.0999516;0.00201191
6.64E-7;-0.0619201;0.119942;0.00201191
6.644E-7;-0.0566726;0.122441;0.00201191
6.648E-7;-0.0503757;0.112446;0.00201191
6.652E-7;-0.0423296;0.107448;0.00201191
6.656E-7;-0.0342834;0.107448;0.00201191
6.66E-7;-0.0251878;0.117443;0.00201191
6.664E-7;-0.0157424;0.117443;0.00201191
6.668E-7;-0.0104949;0.0999516;0.00201191
6.672E-7;-0.00489763;0.0574722;0.00201191
6.676E-7;0;0.012494;0.00201191
6.68E-7;0.00524747;-0.0149927;0.00201191
6.684E-7;0.00734645;-0.0199903;0.00201191
6.688E-7;0.00979527;-0.0149927;0.00201191
6.692E-7;0.0122441;-0.0174915;0.00201191
6.696E-7;0.0146929;-0.0224891;0.00201191
6.7E-7;0.0160922;-0.0324843;0.00201191
6.704E-7;0.0195905;-0.0249879;0.00201191
6.708E-7;0.0216895;-0.012494;0.00201191
6.712E-7;0.0265872;0.00999516;0.00201191
6.716E-7;0.0325343;0.0349831;0.00201191
6.72E-7;0.0395309;0.0424794;0.00201191
6.724E-7;0.0507255;0.0424794;0.00201191
6.728E-7;0.0580719;0.0399806;0.00201191
6.732E-7;0.0657682;0.0499758;0.00201191
6.736E-7;0.074514;0.0624697;0.00201191
6.74E-7;0.0818605;0.0749637;0.00201191
6.744E-7;0.0874578;0.0799613;0.00201191
6.748E-7;0.0913059;0.0749637;0.00201191
6.752E-7;0.0923554;0.0699661;0.00201191
6.756E-7;0.0909561;0.0649685;0.00201191
6.76E-7;0.0867581;0.0674673;0.00201191
6.764E-7;0.0811608;0.0699661;0.00201191
6.768E-7;0.0759133;0.0849589;0.00201191
6.772E-7;0.0654184;0.0924552;0.00201191
6.776E-7;0.0577221;0.0874576;0.00201197
6.78E-7;0.0493262;0.0749637;0.00201197
6.784E-7;0.0409302;0.0624697;0.00201197
6.788E-7;0.0342834;0.0424794;0.00201197
6.792E-7;0.0262373;0.0374818;0.00201197
6.796E-7;0.0195905;0.0374818;0.00201197
6.8E-7;0.0143431;0.0549734;0.00201197
6.804E-7;0.00839594;0.059971;0.00201197
6.808E-7;0.0045478;0.0574722;0.00201197
6.812E-7;0.00104949;0.0449782;0.00201197
6.816E-7;-0.00419797;0.0274867;0.00201197
6.82E-7;-0.0115444;0.00999516;0.00201197
6.824E-7;-0.0174916;0.00749637;0.00201197
6.828E-7;-0.0241383;0.012494;0.00201197
6.832E-7;-0.0304353;0.0249879;0.00201197
6.836E-7;-0.0356828;0.0274867;0.00201197
6.84E-7;-0.0419797;0.0174915;0.00201197
6.844E-7;-0.0465275;0.0149927;0.00201197
6.848E-7;-0.051775;0.0199903;0.00201197
6.852E-7;-0.0566726;0.0274867;0.00201197
6.856E-7;-0.0619201;0.0324843;0.00201197
6.86E-7;-0.0661181;0.0224891;0.00201197
6.864E-7;-0.070316;0.00999516;0.00201197
6.868E-7;-0.074514;-0.012494;0.00201197
6.872E-7;-0.0780123;-0.0149927;0.00201197
6.876E-7;-0.0797615;-0.0174915;0.00201197
6.88E-7;-0.0794116;-0.0149927;0.00201197
6.884E-7;-0.0797615;-0.0224891;0.00201197
6.888E-7;-0.078712;-0.0274867;0.00201197
6.892E-7;-0.0755635;-0.0349831;0.00201197
6.896E-7;-0.0720652;-0.0274867;0.00201197
6.9E-7;-0.0678672;-0.0249879;0.00201197
6.904E-7;-0.0619201;-0.0224891;0.00201197
6.908E-7;-0.055973;-0.0274867;0.00201197
6.912E-7;-0.0482767;-0.0349831;0.00201197
6.916E-7;-0.0395309;-0.0399806;0.00201197
6.92E-7;-0.0325343;-0.0299855;0.00201197
6.924E-7;-0.0241383;-0.0174915;0.00201197
6.928E-7;-0.0153926;-0.00499758;0.00201197
6.932E-7;-0.00524747;-0.00249879;0.00201197
6.936E-7;0.0055973;0.00249879;0.00201197
6.94E-7;0.0125939;0.00999516;0.00201197
6.944E-7;0.02064;0.0349831;0.00201197
6.948E-7;0.0283363;0.059971;0.00201197
6.952E-7;0.0353329;0.0849589;0.00201197
6.956E-7;0.0426794;0.0899564;0.00201197
6.96E-7;0.0486265;0.0874576;0.00201197
6.964E-7;0.0524746;0.0799613;0.00201197
6.968E-7;0.0563228;0.0899564;0.00201197
6.972E-7;0.0577221;0.104949;0.00201197
6.976E-7;0.0608706;0.12494;0.00201197
6.98E-7;0.0650686;0.127438;0.00201197
6.984E-7;0.0661181;0.112446;0.00201197
6.988E-7;0.0689167;0.0924552;0.00201197
6.992E-7;0.0696164;0.0774625;0.00201197
6.996E-7;0.0727648;0.0749637;0.00201197
7E-7;0.0759133;0.0849589;0.00201197
7.004E-7;0.076613;0.0849589;0.00201197
7.008E-7;0.0794116;0.0749637;0.00201197
7.012E-7;0.080811;0.0574722;0.00201197
7.016E-7;0.080811;0.0374818;0.00201197
7.02E-7;0.0811608;0.0374818;0.00201197
7.024E-7;0.0794116;0.0499758;0.00201197
7.028E-7;0.0797615;0.0649685;0.00201197
7.032E-7;0.076613;0.0799613;0.00201197
7.036E-7;0.0741642;0.0774625;0.00201197
7.04E-7;0.0720652;0.0874576;0.00201197
7.044E-7;0.0678672;0.0924552;0.00201197
7.048E-7;0.0629696;0.117443;0.00201197
7.052E-7;0.0594713;0.132436;0.00201197
7.056E-7;0.0524746;0.149927;0.00201197
7.06E-7;0.0468774;0.149927;0.00201197
7.064E-7;0.0409302;0.147429;0.00201203
7.068E-7;0.0346333;0.14493;0.00201203
7.072E-7;0.029036;0.149927;0.00201203
7.076E-7;0.0209899;0.154925;0.00201203
7.08E-7;0.0139932;0.162421;0.00201203
7.084E-7;0.00769628;0.162421;0.00201203
7.088E-7;3.49831E-4;0.172417;0.00201203
7.092E-7;-0.00769628;0.162421;0.00201203
7.096E-7;-0.0143431;0.147429;0.00201203
7.1E-7;-0.0209899;0.139932;0.00201203
7.104E-7;-0.0272868;0.132436;0.00201203
7.108E-7;-0.0353329;0.119942;0.00201203
7.112E-7;-0.0416299;0.107448;0.00201203
7.116E-7;-0.0482767;0.094954;0.00201203
7.12E-7;-0.0556231;0.0774625;0.00201197
