# Data from [Minesi2022](https://doi.org/10.1088/1361-6595/ac5cd4)
# Data from Fig.16 of the paper, remote configuration, provided by the authors.
# Time [ns];Voltage [kV];Error on voltage [kV];Current [A];Error on current [A]
156.2;-0.236636;-0.01656452;-3.79064;-0.0379064
156.6;-0.241384;-0.01689688;-3.56825;-0.0356825
157;-0.263748;-0.01846236;-3.39084;-0.0339084
157.4;-0.293859;-0.02057013;-3.24591;-0.0324591
157.8;-0.316973;-0.02218811;-3.27839;-0.0327839
158.2;-0.327718;-0.02294026;-3.34086;-0.0334086
158.6;-0.337838;-0.02364866;-3.45331;-0.0345331
159;-0.363825;-0.02546775;-3.65071;-0.0365071
159.4;-0.410678;-0.02874746;-4.18545;-0.0418545
159.8;-0.472648;-0.03308536;-4.99506;-0.0499506
160.2;-0.535368;-0.03747576;-5.89712;-0.0589712
160.6;-0.585469;-0.04098283;-6.73672;-0.0673672
161;-0.620452;-0.04343164;-7.40639;-0.0740639
161.4;-0.645315;-0.04517205;-7.94363;-0.0794363
161.8;-0.663931;-0.04647517;-8.32095;-0.0832095
162.2;-0.678299;-0.04748093;-8.50836;-0.0850836
162.6;-0.682922;-0.04780454;-8.54334;-0.0854334
163;-0.674801;-0.04723607;-8.33594;-0.0833594
163.4;-0.652936;-0.04570552;-7.92364;-0.0792364
163.8;-0.616954;-0.04318678;-7.29645;-0.0729645
164.2;-0.568727;-0.03981089;-6.52182;-0.0652182
164.6;-0.512879;-0.03590153;-5.66474;-0.0566474
165;-0.454032;-0.03178224;-4.69021;-0.0469021
165.4;-0.397184;-0.02780288;-3.70568;-0.0370568
165.8;-0.34446;-0.0241122;-2.61371;-0.0261371
166.2;-0.295483;-0.02068381;-1.58671;-0.0158671
166.6;-0.24913;-0.0174391;-0.627175;-0.00627175
167;-0.202528;-0.01417696;0.197425;0.00197425
167.4;-0.153176;-0.01072232;0.80713;0.0080713
167.8;-0.107823;-0.00754761;1.2744;0.012744
168.2;-0.0733398;-0.005133786;1.55427;0.0155427
168.6;-0.0548487;-0.003839409;1.80914;0.0180914
169;-0.0502259;-0.003515813;1.92659;0.0192659
169.4;-0.0560981;-0.003926867;1.9041;0.019041
169.8;-0.0670928;-0.004696496;1.66671;0.0166671
170.2;-0.0743393;-0.005203751;1.2844;0.012844
170.6;-0.0778376;-0.005448632;0.80713;0.0080713
171;-0.0815858;-0.005711006;0.339856;0.00339856
171.4;-0.085334;-0.00597338;-0.0549525;-5.49525E-4
171.8;-0.0908314;-0.006358198;-0.402284;-0.00402284
172.2;-0.0913311;-0.006393177;-0.652163;-0.00652163
172.6;-0.0859587;-0.006017109;-0.937025;-0.00937025
173;-0.0739645;-0.005177515;-1.05697;-0.0105697
173.4;-0.0514753;-0.003603271;-1.06196;-0.0106196
173.8;-0.0214897;-0.001504279;-0.809587;-0.00809587
174.2;0.0162422;0.001136954;-0.554711;-0.00554711
174.6;0.0570976;0.003996832;-0.357306;-0.00357306
175;0.0977031;0.006839217;-0.314827;-0.00314827
175.4;0.138558;0.00969906;-0.43227;-0.0043227
175.8;0.180788;0.01265516;-0.634672;-0.00634672
176.2;0.224392;0.01570744;-1.09445;-0.0109445
176.6;0.272744;0.01909208;-1.54673;-0.0154673
177;0.32347;0.0226429;-2.20391;-0.0220391
177.4;0.365075;0.02555525;-2.93356;-0.0293356
177.8;0.403681;0.02825767;-3.92808;-0.0392808
178.2;0.424046;0.02968322;-5.06253;-0.0506253
178.6;0.443912;0.03107384;-6.19948;-0.0619948
179;0.456531;0.03195717;-7.28145;-0.0728145
179.4;0.455281;0.03186967;-8.0011;-0.080011
179.8;0.45903;0.0321321;-8.67828;-0.0867828
180.2;0.433542;0.03034794;-9.17054;-0.0917054
180.6;0.386939;0.02708573;-9.73277;-0.0973277
181;0.326468;0.02285276;-9.99764;-0.0999764
181.4;0.245882;0.01721174;-9.93767;-0.0993767
181.8;0.178414;0.01248898;-9.47539;-0.0947539
182.2;0.133686;0.00935802;-8.49836;-0.0849836
182.6;0.122941;0.00860587;-7.189;-0.07189
183;0.137309;0.00961163;-5.58977;-0.0558977
183.4;0.147679;0.01033753;-4.04802;-0.0404802
183.8;0.135685;0.00949795;-2.50377;-0.0250377
184.2;0.0977031;0.006839217;-1.17941;-0.0117941
184.6;0.039606;0.00277242;-0.0724441;-7.24441E-4
185;-0.0129938;-9.09566E-4;0.80713;0.0080713
185.4;-0.0488515;-0.003419605;1.60424;0.0160424
185.8;-0.091706;-0.00641942;2.24393;0.0224393
186.2;-0.148679;-0.01040753;2.68872;0.0268872
186.6;-0.213148;-0.01492036;3.04105;0.0304105
187;-0.273993;-0.01917951;3.37089;0.0337089
187.4;-0.307103;-0.02149721;3.63326;0.0363326
187.8;-0.319597;-0.02237179;3.74071;0.0374071
188.2;-0.333215;-0.02332505;3.72822;0.0372822
188.6;-0.349832;-0.02448824;3.58578;0.0358578
189;-0.368198;-0.02577386;3.40337;0.0340337
189.4;-0.376069;-0.02632483;3.15849;0.0315849
189.8;-0.365075;-0.02555525;2.85364;0.0285364
190.2;-0.350956;-0.02456692;2.49881;0.0249881
190.6;-0.343335;-0.02403345;2.13649;0.0213649
191;-0.345834;-0.02420838;1.87911;0.0187911
191.4;-0.347708;-0.02433956;1.75167;0.0175167
191.8;-0.336338;-0.02354366;1.79165;0.0179165
192.2;-0.313474;-0.02194318;1.94158;0.0194158
192.6;-0.293859;-0.02057013;2.24144;0.0224144
193;-0.290111;-0.02030777;2.63624;0.0263624
193.4;-0.305478;-0.02138346;3.06354;0.0306354
193.8;-0.329217;-0.02304519;3.44085;0.0344085
194.2;-0.346209;-0.02423463;3.79318;0.0379318
194.6;-0.351956;-0.02463692;4.12053;0.0412053
195;-0.351081;-0.02457567;4.42288;0.0442288
195.4;-0.348708;-0.02440956;4.59779;0.0459779
195.8;-0.346833;-0.02427831;4.5778;0.045778
196.2;-0.340836;-0.02385852;4.3729;0.043729
196.6;-0.329217;-0.02304519;4.02807;0.0402807
197;-0.315848;-0.02210936;3.58578;0.0358578
197.4;-0.304604;-0.02132228;3.08853;0.0308853
197.8;-0.294609;-0.02062263;2.61875;0.0261875
198.2;-0.280115;-0.01960805;2.06652;0.0206652
198.6;-0.253628;-0.01775396;1.52178;0.0152178
199;-0.215896;-0.01511272;0.984544;0.00984544
199.4;-0.171668;-0.01201676;0.572244;0.00572244
199.8;-0.131312;-0.00919184;0.237406;0.00237406
200.2;-0.100077;-0.00700539;-0.00997431;-9.97431E-5
200.6;-0.0768381;-0.005378667;-0.14241;-0.0014241
201;-0.0572225;-0.004005575;-0.209878;-0.00209878
201.4;-0.0404806;-0.002833642;-0.187388;-0.00187388
201.8;-0.0238635;-0.001670445;-0.154904;-0.00154904
202.2;-0.00924556;-6.471892E-4;0.0499967;4.99967E-4
202.6;-8.7458E-4;-6.12206E-5;0.294878;0.00294878
203;0;0;0.604728;0.00604728
203.4;-0.00787122;-5.509854E-4;0.859605;0.00859605
203.8;-0.0223643;-0.001565501;1.06451;0.0106451
204.2;-0.0386065;-0.002702455;1.21693;0.0121693
204.6;-0.0538491;-0.003769437;1.30189;0.0130189
205;-0.0615954;-0.004311678;1.37685;0.0137685
205.4;-0.0608458;-0.004259206;1.43183;0.0143183
205.8;-0.0528496;-0.003699472;1.45182;0.0145182
206.2;-0.0419798;-0.002938586;1.38185;0.0138185
206.6;-0.033359;-0.00233513;1.21443;0.0121443
207;-0.0302355;-0.002116485;0.982045;0.00982045
207.4;-0.0273619;-0.001915333;0.774646;0.00774646
207.8;-0.0222393;-0.001556751;0.634714;0.00634714
208.2;-0.0134935;-9.44545E-4;0.567246;0.00567246
208.6;-8.7458E-4;-6.12206E-5;0.492282;0.00492282
209;0.00637194;4.460358E-4;0.309871;0.00309871
209.4;0.00424796;2.973572E-4;0.162442;0.00162442
209.8;-0.0024988;-1.74916E-4;0.00251964;2.51964E-5
210.2;-0.0137434;-9.62038E-4;0.0375027;3.75027E-4
210.6;-0.0201153;-0.001408071;0.134956;0.00134956
211;-0.0252379;-0.001766653;0.314868;0.00314868
211.4;-0.0336089;-0.002352623;0.57974;0.0057974
211.8;-0.0522249;-0.003655743;0.852108;0.00852108
212.2;-0.0845844;-0.005920908;1.14697;0.0114697
212.6;-0.12594;-0.0088158;1.41683;0.0141683
213;-0.172417;-0.01206919;1.7042;0.017042
213.4;-0.215147;-0.01506029;1.86162;0.0186162
213.8;-0.263498;-0.01844486;1.82914;0.0182914
214.2;-0.316848;-0.02217936;1.46931;0.0146931
214.6;-0.380192;-0.02661344;0.739663;0.00739663
215;-0.477021;-0.03339147;-0.262352;-0.00262352
215.4;-0.575349;-0.04027443;-1.33683;-0.0133683
215.8;-0.654186;-0.04579302;-2.12395;-0.0212395
216.2;-0.709284;-0.04964988;-2.69867;-0.0269867
216.6;-0.705536;-0.04938752;-2.96854;-0.0296854
217;-0.660308;-0.04622156;-3.11847;-0.0311847
217.4;-0.605584;-0.04239088;-3.11347;-0.0311347
217.8;-0.545363;-0.03817541;-3.11097;-0.0311097
218.2;-0.504383;-0.03530681;-3.07099;-0.0307099
218.6;-0.4679;-0.032753;-2.99603;-0.0299603
219;-0.416675;-0.02916725;-2.79363;-0.0279363
219.4;-0.356329;-0.02494303;-2.4263;-0.024263
219.8;-0.278366;-0.01948562;-1.86658;-0.0186658
220.2;-0.193782;-0.01356474;-1.17441;-0.0117441
220.6;-0.121567;-0.00850969;-0.529723;-0.00529723
221;-0.056223;-0.00393561;0.0624906;6.24906E-4
221.4;-0.00212398;-1.486786E-4;0.539759;0.00539759
221.8;0.0293609;0.002055263;0.884593;0.00884593
222.2;0.0412302;0.002886114;1.08949;0.0108949
222.6;0.0366074;0.002562518;1.18944;0.0118944
223;0.0279866;0.001959062;1.32188;0.0132188
223.4;0.0391062;0.002737434;1.46681;0.0146681
223.8;0.06247;0.0043729;1.62423;0.0162423
224.2;0.0848343;0.005938401;1.77416;0.0177416
224.6;0.0948295;0.006638065;1.91659;0.0191659
225;0.0907064;0.006349448;1.99905;0.0199905
225.4;0.0889573;0.006227011;2.02154;0.0202154
225.8;0.0984527;0.006891689;1.99655;0.0199655
226.2;0.11507;0.0080549;1.9066;0.019066
226.6;0.12469;0.0087283;1.74668;0.0174668
227;0.116069;0.00812483;1.49929;0.0149929
227.4;0.0984527;0.006891689;1.29439;0.0129439
227.8;0.0878328;0.006148296;1.20944;0.0120944
228.2;0.0959539;0.006716773;1.22193;0.0122193
228.6;0.119318;0.00835226;1.34687;0.0134687
229;0.147054;0.01029378;1.54177;0.0154177
229.4;0.168169;0.01177183;1.85912;0.0185912
229.8;0.185161;0.01296127;2.18396;0.0218396
230.2;0.206651;0.01446557;2.50881;0.0250881
230.6;0.235387;0.01647709;2.85364;0.0285364
231;0.266122;0.01862854;3.24595;0.0324595
231.4;0.289361;0.02025527;3.68823;0.0368823
231.8;0.299731;0.02098117;4.04556;0.0404556
232.2;0.303979;0.02127853;4.35041;0.0435041
232.6;0.305353;0.02137471;4.55282;0.0455282
233;0.304729;0.02133103;4.61529;0.0461529
233.4;0.295483;0.02068381;4.57281;0.0457281
233.8;0.273119;0.01911833;4.34292;0.0434292
234.2;0.238011;0.01666077;4.03307;0.0403307
234.6;0.198405;0.01388835;3.51832;0.0351832
235;0.159673;0.01117711;2.92361;0.0292361
235.4;0.124315;0.00870205;2.26143;0.0226143
235.8;0.0889573;0.006227011;1.62923;0.0162923
236.2;0.0518501;0.003629507;1.04951;0.0104951
236.6;0.0171168;0.001198176;0.539759;0.00539759
237;-0.00849592;-5.947144E-4;0.142452;0.00142452
237.4;-0.0216146;-0.001513022;-0.172396;-0.00172396
237.8;-0.0234887;-0.001644209;-0.399786;-0.00399786
238.2;-0.0214897;-0.001504279;-0.557209;-0.00557209
238.6;-0.0194906;-0.001364342;-0.619679;-0.00619679
239;-0.0188659;-0.001320613;-0.564706;-0.00564706
239.4;-0.0159923;-0.001119461;-0.459757;-0.00459757
239.8;-0.00987026;-6.909182E-4;-0.297335;-0.00297335
240.2;3.7482E-4;2.62374E-5;-0.152405;-0.00152405
240.6;0.0093705;6.55935E-4;-0.0349622;-3.49622E-4
241;0.0121192;8.48344E-4;0.0774833;7.74833E-4
241.4;0.00799616;5.597312E-4;0.20742;0.0020742
241.8;-0.00174916;-1.224412E-4;0.349851;0.00349851
242.2;-0.0156175;-0.001093225;0.514772;0.00514772
242.6;-0.0301105;-0.002107735;0.587236;0.00587236
243;-0.0474772;-0.003323404;0.604728;0.00604728
243.4;-0.0632196;-0.004425372;0.519769;0.00519769
243.8;-0.0774628;-0.005422396;0.384835;0.00384835
244.2;-0.087458;-0.00612206;0.319866;0.00319866
244.6;-0.0902067;-0.006314469;0.262394;0.00262394
245;-0.0909563;-0.006366941;0.232408;0.00232408
245.4;-0.0933302;-0.006533114;0.139953;0.00139953
245.8;-0.0994522;-0.006961654;0.129958;0.00129958
246.2;-0.107698;-0.00753886;0.252399;0.00252399
246.6;-0.117194;-0.00820358;0.507275;0.00507275
247;-0.126064;-0.00882448;0.849609;0.00849609
247.4;-0.137434;-0.00962038;1.2869;0.012869
247.8;-0.153176;-0.01072232;1.79165;0.0179165
248.2;-0.171792;-0.01202544;2.18896;0.0218896
248.6;-0.193907;-0.01357349;2.60126;0.0260126
249;-0.203277;-0.01422939;2.95859;0.0295859
249.4;-0.203652;-0.01425564;3.46334;0.0346334
249.8;-0.201278;-0.01408946;3.9606;0.039606
250.2;-0.189534;-0.01326738;4.49784;0.0449784
250.6;-0.180913;-0.01266391;4.90764;0.0490764
251;-0.188784;-0.01321488;5.03258;0.0503258
251.4;-0.194407;-0.01360849;4.94013;0.0494013
251.8;-0.200529;-0.01403703;4.63278;0.0463278
252.2;-0.204652;-0.01432564;4.26296;0.0426296
252.6;-0.190284;-0.01331988;3.7532;0.037532
253;-0.172167;-0.01205169;3.25095;0.0325095
253.4;-0.153426;-0.01073982;2.70871;0.0270871
253.8;-0.136809;-0.00957663;2.19396;0.0219396
254.2;-0.130937;-0.00916559;1.70669;0.0170669
254.6;-0.118693;-0.00830851;1.24942;0.0124942
255;-0.0988275;-0.006917925;0.814626;0.00814626
255.4;-0.0737146;-0.005160022;0.324864;0.00324864
255.8;-0.0422297;-0.002956079;-0.0799404;-7.99404E-4
256.2;-0.0151177;-0.001058239;-0.419776;-0.00419776
256.6;1.2494E-4;8.7458E-6;-0.672154;-0.00672154
257;0.0134935;9.44545E-4;-0.877054;-0.00877054
257.4;0.0306103;0.002142721;-0.991999;-0.00991999
257.8;0.0545988;0.003821916;-1.00949;-0.0100949
258.2;0.0824604;0.005772228;-1.01449;-0.0101449
258.6;0.100202;0.00701414;-1.04447;-0.0104447
259;0.105324;0.00737268;-1.04697;-0.0104697
259.4;0.107074;0.00749518;-1.02448;-0.0102448
259.8;0.108073;0.00756511;-0.9895;-0.009895
260.2;0.111197;0.00778379;-0.999495;-0.00999495
260.6;0.109198;0.00764386;-1.00949;-0.0100949
261;0.101576;0.00711032;-0.991999;-0.00991999
261.4;0.0943297;0.006603079;-0.9895;-0.009895
261.8;0.0947045;0.006629315;-0.987001;-0.00987001
262.2;0.105324;0.00737268;-0.979505;-0.00979505
262.6;0.118318;0.00828226;-1.01199;-0.0101199
263;0.123316;0.00863212;-1.13443;-0.0113443
263.4;0.119193;0.00834351;-1.32434;-0.0132434
263.8;0.113446;0.00794122;-1.53674;-0.0153674
264.2;0.116069;0.00812483;-1.75413;-0.0175413
264.6;0.126314;0.00884198;-2.01151;-0.0201151
265;0.137559;0.00962913;-2.27138;-0.0227138
265.4;0.140682;0.00984774;-2.4288;-0.024288
265.8;0.136809;0.00957663;-2.52875;-0.0252875
266.2;0.132561;0.00927927;-2.54874;-0.0254874
266.6;0.13481;0.0094367;-2.53875;-0.0253875
267;0.142557;0.00997899;-2.4263;-0.024263
267.4;0.14593;0.0102151;-2.2214;-0.022214
267.8;0.138933;0.00972531;-1.95903;-0.0195903
268.2;0.12419;0.0086933;-1.68666;-0.0168666
268.6;0.109073;0.00763511;-1.43428;-0.0143428
269;0.101326;0.00709282;-1.2044;-0.012044
269.4;0.0973283;0.006812981;-0.9895;-0.009895
269.8;0.0902067;0.006314469;-0.794594;-0.00794594
270.2;0.0758386;0.005308702;-0.604686;-0.00604686
270.6;0.058347;0.00408429;-0.424773;-0.00424773
271;0.0444786;0.003113502;-0.317325;-0.00317325
271.4;0.0376069;0.002632483;-0.244861;-0.00244861
271.8;0.0342336;0.002396352;-0.234865;-0.00234865
272.2;0.0311101;0.002177707;-0.279844;-0.00279844
272.6;0.0252379;0.001766653;-0.342313;-0.00342313
273;0.0196156;0.001373092;-0.407282;-0.00407282
273.4;0.0177415;0.001241905;-0.439766;-0.00439766
273.8;0.018741;0.00131187;-0.469752;-0.00469752
274.2;0.0206151;0.001443057;-0.49474;-0.0049474
274.6;0.0199904;0.001399328;-0.529723;-0.00529723
275;0.0176165;0.001233155;-0.497238;-0.00497238
275.4;0.0176165;0.001233155;-0.454759;-0.00454759
275.8;0.020865;0.00146055;-0.354807;-0.00354807
276.2;0.0264873;0.001854111;-0.237364;-0.00237364
276.6;0.0296108;0.002072756;-0.119921;-0.00119921
277;0.0263623;0.001845361;-0.0624489;-6.24489E-4
277.4;0.018741;0.00131187;-0.0449574;-4.49574E-4
277.8;0.0122441;8.57087E-4;0.0400015;4.00015E-4
278.2;0.0111197;7.78379E-4;0.122462;0.00122462
278.6;0.0148679;0.001040753;0.219914;0.00219914
279;0.0183662;0.001285634;0.317367;0.00317367
279.4;0.0186161;0.001303127;0.33236;0.0033236
279.8;0.0119942;8.39594E-4;0.28988;0.0028988
280.2;0.00199904;1.399328E-4;0.192428;0.00192428
280.6;-0.00387314;-2.711198E-4;0.137454;0.00137454
281;-0.00474772;-3.323404E-4;0.0999724;9.99724E-4
281.4;-0.00287362;-2.011534E-4;0.0200112;2.00112E-4
281.8;0.00137434;9.62038E-5;-0.132415;-0.00132415
282.2;0.0018741;1.31187E-4;-0.262352;-0.00262352
282.6;0.00512254;3.585778E-4;-0.417277;-0.00417277
283;0.0123691;8.65837E-4;-0.537219;-0.00537219
283.4;0.0237386;0.001661702;-0.574701;-0.00574701
283.8;0.0439789;0.003078523;-0.579698;-0.00579698
284.2;0.0614705;0.004302935;-0.517229;-0.00517229
284.6;0.0710909;0.004976363;-0.507234;-0.00507234
285;0.0788371;0.005518597;-0.509732;-0.00509732
285.4;0.0743393;0.005203751;-0.572202;-0.00572202
285.8;0.060471;0.00423297;-0.637171;-0.00637171
286.2;0.0533494;0.003734458;-0.619679;-0.00619679
286.6;0.0491014;0.003437098;-0.537219;-0.00537219
287;0.0491014;0.003437098;-0.409781;-0.00409781
287.4;0.0580971;0.004066797;-0.28734;-0.0028734
287.8;0.060471;0.00423297;-0.179892;-0.00179892
288.2;0.0528496;0.003699472;-0.127417;-0.00127417
288.6;0.0341086;0.002387602;-0.14241;-0.0014241
289;0.00399808;2.798656E-4;-0.269848;-0.00269848
289.4;-0.0237386;-0.001661702;-0.377296;-0.00377296
289.8;-0.0444786;-0.003113502;-0.489742;-0.00489742
290.2;-0.0588467;-0.004119269;-0.529723;-0.00529723
290.6;-0.0617204;-0.004320428;-0.504735;-0.00504735
291;-0.0630947;-0.004416629;-0.43227;-0.0043227
291.4;-0.0679674;-0.004757718;-0.43227;-0.0043227
291.8;-0.0753388;-0.005273716;-0.469752;-0.00469752
292.2;-0.0855839;-0.005990873;-0.507234;-0.00507234
292.6;-0.0952043;-0.006664301;-0.499737;-0.00499737
293;-0.0972033;-0.006804231;-0.464754;-0.00464754
293.4;-0.0905815;-0.006340705;-0.417277;-0.00417277
293.8;-0.0747141;-0.005229987;-0.312328;-0.00312328
294.2;-0.0555983;-0.003891881;-0.202381;-0.00202381
294.6;-0.0438539;-0.003069773;-0.129916;-0.00129916
295;-0.0434791;-0.003043537;-0.0524537;-5.24537E-4
295.4;-0.0482268;-0.003375876;0.00751722;7.51722E-5
295.8;-0.0494762;-0.003463334;0.0974737;9.74737E-4
296.2;-0.0411053;-0.002877371;0.16744;0.0016744
296.6;-0.0296108;-0.002072756;0.212418;0.00212418
297;-0.0223643;-0.001565501;0.254897;0.00254897
297.4;-0.0244882;-0.001714174;0.252399;0.00252399
297.8;-0.0322345;-0.002256415;0.224912;0.00224912
298.2;-0.0382316;-0.002676212;0.177435;0.00177435
298.6;-0.0392312;-0.002746184;0.122462;0.00122462
299;-0.0383566;-0.002684962;0.0749845;7.49845E-4
299.4;-0.0381067;-0.002667469;0.010016;1.0016E-4
299.8;-0.0392312;-0.002746184;-0.0299646;-2.99646E-4
300.2;-0.0382316;-0.002676212;-0.0724441;-7.24441E-4
300.6;-0.033234;-0.00232638;-0.097432;-9.7432E-4
301;-0.0266122;-0.001862854;-0.147408;-0.00147408
301.4;-0.0236137;-0.001652959;-0.157403;-0.00157403
301.8;-0.0242384;-0.001696688;-0.132415;-0.00132415
302.2;-0.0248631;-0.001740417;-0.0774416;-7.74416E-4
302.6;-0.0176165;-0.001233155;-0.0174707;-1.74707E-4
303;-0.0024988;-1.74916E-4;0.0350039;3.50039E-4
303.4;0.0134935;9.44545E-4;0.122462;0.00122462
303.8;0.0241134;0.001687938;0.22991;0.0022991
304.2;0.0287362;0.002011534;0.389832;0.00389832
304.6;0.0316098;0.002212686;0.55975;0.0055975
305;0.0408554;0.002859878;0.747159;0.00747159
305.4;0.0535993;0.003751951;0.917077;0.00917077
305.8;0.0648439;0.004539073;1.03952;0.0103952
306.2;0.0674676;0.004722732;1.16945;0.0116945
306.6;0.0618453;0.004329171;1.23942;0.0123942
307;0.0548487;0.003839409;1.31438;0.0131438
307.4;0.051975;0.00363825;1.34687;0.0134687
307.8;0.0512254;0.003585778;1.36686;0.0136686
308.2;0.0481019;0.003367133;1.32938;0.0132938
308.6;0.0378568;0.002649976;1.23942;0.0123942
309;0.0241134;0.001687938;1.11198;0.0111198
309.4;0.0121192;8.48344E-4;1.01453;0.0101453
309.8;0.00649688;4.547816E-4;0.919576;0.00919576
310.2;0.0043729;3.06103E-4;0.802132;0.00802132
310.6;0.00212398;1.486786E-4;0.684689;0.00684689
311;-0.0031235;-2.18645E-4;0.557251;0.00557251
311.4;-0.00887074;-6.209518E-4;0.442307;0.00442307
311.8;-0.0113695;-7.95865E-4;0.367343;0.00367343
312.2;-0.00737146;-5.160022E-4;0.35235;0.0035235
312.6;1.2494E-4;8.7458E-6;0.409822;0.00409822
313;0.00599712;4.197984E-4;0.417319;0.00417319
313.4;0.00674676;4.722732E-4;0.419818;0.00419818
313.8;0.00474772;3.323404E-4;0.397328;0.00397328
314.2;0.00324844;2.273908E-4;0.402326;0.00402326
314.6;0.00474772;3.323404E-4;0.424815;0.00424815
315;0.00612206;4.285442E-4;0.509774;0.00509774
315.4;0.0074964;5.24748E-4;0.569745;0.00569745
315.8;0.00337338;2.361366E-4;0.582239;0.00582239
316.2;-0.0037482;-2.62374E-4;0.544757;0.00544757
316.6;-0.00949544;-6.646808E-4;0.499779;0.00499779
317;-0.014493;-0.00101451;0.494781;0.00494781
317.4;-0.0159923;-0.001119461;0.454801;0.00454801
317.8;-0.0181163;-0.001268141;0.397328;0.00397328
318.2;-0.0237386;-0.001661702;0.322365;0.00322365
318.6;-0.0284863;-0.001994041;0.209919;0.00209919
319;-0.0358578;-0.002510046;0.0874785;8.74785E-4
319.4;-0.0423547;-0.002964829;-0.0449574;-4.49574E-4
319.8;-0.0428544;-0.002999808;-0.114923;-0.00114923
320.2;-0.0453532;-0.003174724;-0.147408;-0.00147408
320.6;-0.047977;-0.00335839;-0.112425;-0.00112425
321;-0.0436041;-0.003052287;-0.0524537;-5.24537E-4
321.4;-0.0424796;-0.002973572;0.0425003;4.25003E-4
321.8;-0.0423547;-0.002964829;0.0749845;7.49845E-4
322.2;-0.0412302;-0.002886114;0.10497;0.0010497
322.6;-0.0456031;-0.003192217;0.132457;0.00132457
323;-0.0501009;-0.003507063;0.169939;0.00169939
323.4;-0.051975;-0.00363825;0.224912;0.00224912
323.8;-0.0525997;-0.003681979;0.28988;0.0028988
324.2;-0.0487266;-0.003410862;0.424815;0.00424815
324.6;-0.0454782;-0.003183474;0.544757;0.00544757
325;-0.0438539;-0.003069773;0.644709;0.00644709
325.4;-0.0403556;-0.002824892;0.697183;0.00697183
325.8;-0.0386065;-0.002702455;0.694684;0.00694684
326.2;-0.0386065;-0.002702455;0.682191;0.00682191
326.6;-0.0372321;-0.002606247;0.667198;0.00667198
327;-0.0384815;-0.002693705;0.669697;0.00669697
327.4;-0.039481;-0.00276367;0.652205;0.00652205
327.8;-0.0377319;-0.002641233;0.627217;0.00627217
328.2;-0.0324844;-0.002273908;0.584738;0.00584738
328.6;-0.0239885;-0.001679195;0.574743;0.00574743
329;-0.0159923;-0.001119461;0.557251;0.00557251
329.4;-0.012494;-8.7458E-4;0.51727;0.0051727
329.8;-0.0114945;-8.04615E-4;0.484786;0.00484786
330.2;-0.0108698;-7.60886E-4;0.457299;0.00457299
330.6;-0.0093705;-6.55935E-4;0.429813;0.00429813
331;-0.0074964;-5.24748E-4;0.41482;0.0041482
331.4;-0.00524748;-3.673236E-4;0.404825;0.00404825
331.8;-0.00199904;-1.399328E-4;0.424815;0.00424815
332.2;0.0043729;3.06103E-4;0.417319;0.00417319
332.6;0.00962038;6.734266E-4;0.412321;0.00412321
333;0.0121192;8.48344E-4;0.412321;0.00412321
333.4;0.00949544;6.646808E-4;0.417319;0.00417319
333.8;0.00487266;3.410862E-4;0.409822;0.00409822
334.2;0.0037482;2.62374E-4;0.402326;0.00402326
334.6;0.0081211;5.68477E-4;0.397328;0.00397328
335;0.0139933;9.79531E-4;0.367343;0.00367343
335.4;0.0163671;0.001145697;0.327362;0.00327362
335.8;0.0122441;8.57087E-4;0.284883;0.00284883
336.2;0.0056223;3.93561E-4;0.244902;0.00244902
336.6;0.00199904;1.399328E-4;0.197425;0.00197425
337;0.00424796;2.973572E-4;0.10497;0.0010497
337.4;0.00824604;5.772228E-4;0.0275075;2.75075E-4
337.8;0.0102451;7.17157E-4;-0.0624489;-6.24489E-4
338.2;0.00712158;4.985106E-4;-0.112425;-0.00112425
338.6;0.00362326;2.536282E-4;-0.162401;-0.00162401
339;0.00199904;1.399328E-4;-0.209878;-0.00209878
339.4;0.00362326;2.536282E-4;-0.277345;-0.00277345
339.8;0.0043729;3.06103E-4;-0.329819;-0.00329819
340.2;0.00112446;7.87122E-5;-0.384793;-0.00384793
340.6;-0.00487266;-3.410862E-4;-0.399786;-0.00399786
341;-0.00824604;-5.772228E-4;-0.379795;-0.00379795
341.4;-0.00774628;-5.422396E-4;-0.347311;-0.00347311
341.8;-0.00549736;-3.848152E-4;-0.319824;-0.00319824
342.2;-0.00724652;-5.072564E-4;-0.314827;-0.00314827
342.6;-0.0132436;-9.27052E-4;-0.302333;-0.00302333
343;-0.0198655;-0.001390585;-0.292338;-0.00292338
343.4;-0.0226141;-0.001582987;-0.277345;-0.00277345
343.8;-0.0209899;-0.001469293;-0.242362;-0.00242362
344.2;-0.0184911;-0.001294377;-0.222371;-0.00222371
344.6;-0.0212398;-0.001486786;-0.237364;-0.00237364
345;-0.0287362;-0.002011534;-0.277345;-0.00277345
345.4;-0.0358578;-0.002510046;-0.309829;-0.00309829
345.8;-0.037482;-0.00262374;-0.309829;-0.00309829
346.2;-0.0337338;-0.002361366;-0.28734;-0.0028734
346.6;-0.0293609;-0.002055263;-0.279844;-0.00279844
347;-0.029236;-0.00204652;-0.274846;-0.00274846
347.4;-0.0329842;-0.002308894;-0.297335;-0.00297335
347.8;-0.0376069;-0.002632483;-0.319824;-0.00319824
348.2;-0.0376069;-0.002632483;-0.30733;-0.0030733
348.6;-0.0322345;-0.002256415;-0.244861;-0.00244861
