# Data provided by J.B. Perrin-Terrin, from [PerrinTerrin2025](https://hal.science/hal-05076071v1/document)
# Cable: length=8.0 m, impedance=75 Ohm, Measurment position=3.0 m
# Time [s],Voltage [V],Current [A],Energy [J]
8.239393E-8,-312.501,1.09375,0.0075799667
8.249393E-8,-312.501,1.09375,0.0075799667
8.259393E-8,-312.501,1.09375,0.0075799667
8.269393E-8,-312.501,1.09375,0.0075799667
8.279393E-8,-312.501,1.09375,0.0075799667
8.289393E-8,-312.501,1.09375,0.0075799667
8.299393E-8,-312.501,1.09375,0.0075799667
8.309393E-8,-390.627,1.09375,0.0075799667
8.319393E-8,-390.627,1.09375,0.0075799667
8.329393E-8,-390.627,1.09375,0.0075799667
8.339393E-8,-390.627,1.09375,0.0075799667
8.349393E-8,-390.627,1.09375,0.0075799667
8.359393E-8,-390.627,1.09375,0.0075799667
8.369393E-8,-390.627,1.09375,0.0075799667
8.379393E-8,-390.627,1.09375,0.0075799667
8.389393E-8,-390.627,2.1875,0.0075799667
8.399393E-8,-390.627,2.1875,0.0075799667
8.409393E-8,-390.627,3.28125,0.0075799667
8.419393E-8,-390.627,4.375,0.0075799667
8.429393E-8,-468.752,4.375,0.0075799667
8.439393E-8,-468.752,5.46875,0.0075799667
8.449393E-8,-546.877,6.5625,0.0075799667
8.459393E-8,-546.877,7.65625,0.0075799667
8.469393E-8,-625.002,7.65625,0.0075799667
8.479393E-8,-703.128,8.75,0.0075799667
8.489393E-8,-703.128,9.84375,0.0075799667
8.499393E-8,-781.253,9.84375,0.0075799667
8.509393E-8,-781.253,10.9375,0.0075799667
8.519393E-8,-859.378,12.0313,0.0075799667
8.529393E-8,-859.378,12.0313,0.0075799667
8.539393E-8,-859.378,12.0313,0.0075799667
8.549393E-8,-937.504,13.125,0.0075799667
8.559393E-8,-1015.63,13.125,0.0075799667
8.569393E-8,-1015.63,13.125,0.0075799667
8.579393E-8,-1015.63,14.2188,0.0075799667
8.589393E-8,-1015.63,14.2188,0.0075799667
8.599393E-8,-1015.63,15.3125,0.0075799667
8.609393E-8,-1015.63,15.3125,0.0075799667
8.619393E-8,-1015.63,15.3125,0.0075799667
8.629393E-8,-1015.63,15.3125,0.0075799667
8.639393E-8,-1015.63,15.3125,0.0075799667
8.649393E-8,-1015.63,15.3125,0.0075799667
8.659393E-8,-1015.63,15.3125,0.0075799667
8.669393E-8,-937.504,15.3125,0.0075799667
8.679393E-8,-937.504,15.3125,0.0075799667
8.689393E-8,-937.504,15.3125,0.0075799667
8.699393E-8,-859.378,14.2188,0.0075799667
8.709393E-8,-859.378,14.2188,0.0075799667
8.719393E-8,-859.378,13.125,0.0075799667
8.729393E-8,-781.253,13.125,0.0075799667
8.739393E-8,-781.253,12.0313,0.0075799667
8.749393E-8,-781.253,12.0313,0.0075799667
8.759393E-8,-781.253,10.9375,0.0075799667
8.769393E-8,-781.253,10.9375,0.0075799667
8.779393E-8,-781.253,10.9375,0.0075799667
8.789393E-8,-781.253,10.9375,0.0075799667
8.799393E-8,-781.253,10.9375,0.0075799667
8.809393E-8,-781.253,10.9375,0.0075799667
8.819393E-8,-781.253,10.9375,0.0075799667
8.829393E-8,-781.253,9.84375,0.0075799667
8.839393E-8,-703.128,9.84375,0.0075799667
8.849393E-8,-703.128,9.84375,0.0075799667
8.859393E-8,-703.128,8.75,0.0075799667
8.869393E-8,-703.128,8.75,0.0075799667
8.879393E-8,-703.128,7.65625,0.0075799667
8.889393E-8,-703.128,7.65625,0.0075799667
8.899393E-8,-625.002,6.5625,0.0075799667
8.909393E-8,-625.002,5.46875,0.0075799667
8.919393E-8,-546.877,4.375,0.0075799667
8.929393E-8,-468.752,3.28125,0.0075799667
8.939393E-8,-390.627,2.1875,0.0075799667
8.949393E-8,-312.501,1.09375,0.0075799667
8.959393E-8,-234.376,0,0.0075799667
8.969393E-8,-156.251,-1.09375,0.0075799667
8.979393E-8,-78.1253,-2.1875,0.0075799667
8.989393E-8,0,-3.28125,0.0075799667
8.999393E-8,78.1253,-4.375,0.0075799667
9.009393E-8,234.376,-6.5625,0.0075799667
9.019393E-8,312.501,-7.65625,0.0075799667
9.029393E-8,468.752,-8.75,0.0075799667
9.039393E-8,546.877,-9.84375,0.0075799667
9.049393E-8,703.128,-10.9375,0.0075799667
9.059393E-8,781.253,-12.0313,0.0075799667
9.069393E-8,937.504,-13.125,0.0075799667
9.079393E-8,1015.63,-14.2188,0.0075799667
9.089393E-8,1171.88,-15.3125,0.0075799667
9.099393E-8,1328.13,-17.5,0.0075799667
9.109393E-8,1406.26,-18.5938,0.0075799667
9.119393E-8,1562.51,-20.7813,0.0075174666
9.129393E-8,1718.76,-21.875,0.0075174666
9.139393E-8,1796.88,-22.9688,0.0075174666
9.149393E-8,1875.01,-25.1563,0.0075174666
9.159393E-8,1953.13,-26.25,0.0075174666
9.169393E-8,2031.26,-26.25,0.0075174666
9.179393E-8,2109.38,-27.3438,0.0075174666
9.189393E-8,2187.51,-28.4375,0.0075174666
9.199393E-8,2265.63,-29.5313,0.0075174666
9.209393E-8,2343.76,-30.625,0.0075174666
9.219393E-8,2421.88,-32.8125,0.0075174666
9.229393E-8,2500.01,-33.9063,0.0075174666
9.239393E-8,2578.14,-35,0.0074549665
9.249393E-8,2656.26,-35,0.0074549665
9.259393E-8,2734.39,-36.0938,0.0074549665
9.269393E-8,2734.39,-37.1875,0.0074549665
9.279393E-8,2812.51,-38.2813,0.0074549665
9.289393E-8,2890.64,-39.375,0.0074549665
9.299393E-8,2968.76,-39.375,0.0073924664
9.309393E-8,3046.89,-40.4688,0.0073924664
9.319393E-8,3125.01,-41.5625,0.0073924664
9.329393E-8,3203.14,-41.5625,0.0073924664
9.339393E-8,3203.14,-41.5625,0.0073924664
9.349393E-8,3203.14,-41.5625,0.0073299663
9.359393E-8,3281.26,-41.5625,0.0073299663
9.369393E-8,3281.26,-41.5625,0.0073299663
9.379393E-8,3359.39,-41.5625,0.0073299663
9.389393E-8,3359.39,-41.5625,0.0073299663
9.399393E-8,3437.51,-41.5625,0.0072674662
9.409393E-8,3437.51,-41.5625,0.0072674662
9.419393E-8,3437.51,-41.5625,0.0072674662
9.429393E-8,3437.51,-41.5625,0.0072674662
9.439393E-8,3437.51,-41.5625,0.0072049661
9.449393E-8,3359.39,-41.5625,0.0072049661
9.459393E-8,3359.39,-40.4688,0.0072049661
9.469393E-8,3281.26,-40.4688,0.0072049661
9.479393E-8,3281.26,-40.4688,0.007142466
9.489393E-8,3203.14,-40.4688,0.007142466
9.499393E-8,3203.14,-40.4688,0.007142466
9.509393E-8,3125.01,-39.375,0.007142466
9.519393E-8,3046.89,-39.375,0.007142466
9.529393E-8,3046.89,-38.2813,0.0070799659
9.539393E-8,2968.76,-37.1875,0.0070799659
9.549393E-8,2890.64,-37.1875,0.0070799659
9.559393E-8,2812.51,-36.0938,0.0070799659
9.569393E-8,2734.39,-36.0938,0.0070799659
9.579393E-8,2734.39,-35,0.0070799659
9.589393E-8,2656.26,-33.9063,0.0070174658
9.599393E-8,2578.14,-32.8125,0.0070174658
9.609393E-8,2500.01,-31.7188,0.0070174658
9.619393E-8,2421.88,-30.625,0.0070174658
9.629393E-8,2343.76,-30.625,0.0070174658
9.639393E-8,2343.76,-29.5313,0.0070174658
9.649393E-8,2265.63,-28.4375,0.0070174658
9.659393E-8,2187.51,-27.3438,0.0070174658
9.669393E-8,2109.38,-26.25,0.0070174658
9.679393E-8,1953.13,-25.1563,0.0069549657
9.689393E-8,1875.01,-24.0625,0.0069549657
9.699393E-8,1875.01,-22.9688,0.0069549657
9.709393E-8,1796.88,-21.875,0.0069549657
9.719393E-8,1718.76,-20.7813,0.0069549657
9.729393E-8,1640.63,-19.6875,0.0069549657
9.739393E-8,1562.51,-18.5938,0.0069549657
9.749393E-8,1484.38,-17.5,0.0069549657
9.759393E-8,1406.26,-16.4063,0.0069549657
9.769393E-8,1250,-15.3125,0.0069549657
9.779393E-8,1171.88,-14.2188,0.0069549657
9.789393E-8,1093.75,-13.125,0.0069549657
9.799393E-8,1015.63,-12.0313,0.0069549657
9.809393E-8,937.504,-10.9375,0.0069549657
9.819393E-8,859.378,-10.9375,0.0069549657
9.829393E-8,781.253,-9.84375,0.0069549657
9.839393E-8,703.128,-8.75,0.0069549657
9.849393E-8,625.002,-7.65625,0.0069549657
9.859393E-8,546.877,-6.5625,0.0069549657
9.869393E-8,468.752,-5.46875,0.0069549657
9.879393E-8,390.627,-5.46875,0.0069549657
9.889393E-8,312.501,-4.375,0.0069549657
9.899393E-8,234.376,-4.375,0.0069549657
9.909393E-8,156.251,-3.28125,0.0069549657
9.919393E-8,78.1253,-3.28125,0.0069549657
9.929393E-8,0,-3.28125,0.0069549657
9.939393E-8,0,-3.28125,0.0069549657
9.949393E-8,-78.1253,-2.1875,0.0069549657
9.959393E-8,-78.1253,-2.1875,0.0069549657
9.969393E-8,-156.251,-2.1875,0.0069549657
9.979393E-8,-234.376,-2.1875,0.0069549657
9.989393E-8,-234.376,-2.1875,0.0069549657
9.999393E-8,-312.501,-1.09375,0.0069549657
1.000939E-7,-390.627,-1.09375,0.0069549657
1.001939E-7,-390.627,-1.09375,0.0069549657
1.002939E-7,-468.752,-1.09375,0.0069549657
1.003939E-7,-468.752,0,0.0069549657
1.004939E-7,-546.877,0,0.0069549657
1.005939E-7,-546.877,0,0.0069549657
1.006939E-7,-546.877,1.09375,0.0069549657
1.007939E-7,-546.877,1.09375,0.0069549657
1.008939E-7,-546.877,1.09375,0.0069549657
1.009939E-7,-546.877,1.09375,0.0069549657
1.010939E-7,-546.877,1.09375,0.0069549657
1.011939E-7,-546.877,2.1875,0.0069549657
1.012939E-7,-546.877,2.1875,0.0069549657
1.013939E-7,-546.877,2.1875,0.0069549657
1.014939E-7,-625.002,2.1875,0.0069549657
1.015939E-7,-625.002,3.28125,0.0069549657
1.016939E-7,-625.002,3.28125,0.0069549657
1.017939E-7,-625.002,3.28125,0.0069549657
1.018939E-7,-625.002,4.375,0.0069549657
1.019939E-7,-625.002,4.375,0.0069549657
1.020939E-7,-625.002,4.375,0.0069549657
1.021939E-7,-625.002,4.375,0.0069549657
1.022939E-7,-546.877,4.375,0.0069549657
1.023939E-7,-546.877,4.375,0.0069549657
1.024939E-7,-546.877,4.375,0.0069549657
1.025939E-7,-546.877,4.375,0.0069549657
1.026939E-7,-546.877,4.375,0.0069549657
1.027939E-7,-546.877,4.375,0.0069549657
1.028939E-7,-546.877,5.46875,0.0069549657
1.029939E-7,-546.877,5.46875,0.0069549657
1.030939E-7,-625.002,5.46875,0.0069549657
1.031939E-7,-625.002,5.46875,0.0069549657
1.032939E-7,-625.002,5.46875,0.0069549657
1.033939E-7,-625.002,5.46875,0.0069549657
1.034939E-7,-703.128,5.46875,0.0069549657
1.035939E-7,-703.128,5.46875,0.0069549657
1.036939E-7,-703.128,5.46875,0.0069549657
1.037939E-7,-703.128,4.375,0.0069549657
1.038939E-7,-703.128,4.375,0.0069549657
1.039939E-7,-703.128,4.375,0.0069549657
1.040939E-7,-703.128,4.375,0.0069549657
1.041939E-7,-703.128,4.375,0.0069549657
1.042939E-7,-703.128,4.375,0.0069549657
1.043939E-7,-703.128,3.28125,0.0069549657
1.044939E-7,-703.128,3.28125,0.0069549657
1.045939E-7,-625.002,3.28125,0.0069549657
1.046939E-7,-703.128,3.28125,0.0069549657
1.047939E-7,-703.128,3.28125,0.0069549657
1.048939E-7,-703.128,3.28125,0.0069549657
1.049939E-7,-703.128,4.375,0.0069549657
1.050939E-7,-625.002,4.375,0.0069549657
1.051939E-7,-625.002,4.375,0.0069549657
1.052939E-7,-625.002,4.375,0.0069549657
1.053939E-7,-546.877,4.375,0.0069549657
1.054939E-7,-546.877,4.375,0.0069549657
1.055939E-7,-468.752,4.375,0.0069549657
1.056939E-7,-468.752,4.375,0.0069549657
1.057939E-7,-468.752,4.375,0.0069549657
1.058939E-7,-468.752,4.375,0.0069549657
1.059939E-7,-468.752,4.375,0.0069549657
1.060939E-7,-546.877,4.375,0.0069549657
1.061939E-7,-546.877,4.375,0.0069549657
1.062939E-7,-546.877,4.375,0.0069549657
1.063939E-7,-546.877,4.375,0.0069549657
1.064939E-7,-546.877,3.28125,0.0069549657
1.065939E-7,-546.877,3.28125,0.0068924656
1.066939E-7,-546.877,3.28125,0.0068924656
1.067939E-7,-546.877,3.28125,0.0068924656
1.068939E-7,-546.877,3.28125,0.0068924656
1.069939E-7,-468.752,3.28125,0.0068924656
1.070939E-7,-468.752,3.28125,0.0068924656
1.071939E-7,-468.752,3.28125,0.0068924656
1.072939E-7,-468.752,3.28125,0.0068924656
1.073939E-7,-468.752,3.28125,0.0068924656
1.074939E-7,-468.752,2.1875,0.0068924656
1.075939E-7,-390.627,2.1875,0.0068924656
1.076939E-7,-390.627,2.1875,0.0068924656
1.077939E-7,-390.627,1.09375,0.0068924656
1.078939E-7,-390.627,1.09375,0.0068924656
1.079939E-7,-390.627,1.09375,0.0068924656
1.080939E-7,-390.627,1.09375,0.0068924656
1.081939E-7,-390.627,1.09375,0.0068924656
1.082939E-7,-468.752,1.09375,0.0068924656
1.083939E-7,-468.752,1.09375,0.0068924656
1.084939E-7,-468.752,1.09375,0.0068924656
1.085939E-7,-468.752,1.09375,0.0068924656
1.086939E-7,-468.752,1.09375,0.0068924656
1.087939E-7,-468.752,0,0.0068924656
1.088939E-7,-546.877,0,0.0068924656
1.089939E-7,-546.877,0,0.0068924656
1.090939E-7,-468.752,0,0.0068924656
1.091939E-7,-468.752,-1.09375,0.0068924656
1.092939E-7,-468.752,-1.09375,0.0068924656
1.093939E-7,-390.627,-1.09375,0.0068924656
1.094939E-7,-390.627,-1.09375,0.0068924656
1.095939E-7,-390.627,-1.09375,0.0068924656
1.096939E-7,-390.627,-1.09375,0.0068924656
1.097939E-7,-390.627,-1.09375,0.0068924656
1.098939E-7,-312.501,-1.09375,0.0068924656
1.099939E-7,-312.501,-1.09375,0.0068924656
1.100939E-7,-312.501,-2.1875,0.0068924656
1.101939E-7,-234.376,-2.1875,0.0068924656
1.102939E-7,-234.376,-2.1875,0.0068924656
1.103939E-7,-234.376,-2.1875,0.0068924656
1.104939E-7,-234.376,-2.1875,0.0068924656
1.105939E-7,-156.251,-1.09375,0.0068924656
1.106939E-7,-156.251,-1.09375,0.0068924656
1.107939E-7,-156.251,-1.09375,0.0068924656
1.108939E-7,-156.251,-1.09375,0.0068924656
1.109939E-7,-156.251,-1.09375,0.0068924656
1.110939E-7,-156.251,0,0.0068924656
1.111939E-7,-156.251,0,0.0068924656
1.112939E-7,-156.251,0,0.0068924656
1.113939E-7,-156.251,0,0.0068924656
1.114939E-7,-156.251,-1.09375,0.0068924656
1.115939E-7,-156.251,-1.09375,0.0068924656
1.116939E-7,-156.251,-1.09375,0.0068924656
1.117939E-7,-156.251,-1.09375,0.0068924656
1.118939E-7,-156.251,-1.09375,0.0068924656
1.119939E-7,-156.251,-1.09375,0.0068924656
1.120939E-7,-156.251,-1.09375,0.0068924656
1.121939E-7,-78.1253,-1.09375,0.0068924656
1.122939E-7,-78.1253,0,0.0068924656
1.123939E-7,-78.1253,0,0.0068924656
1.124939E-7,0,0,0.0068924656
1.125939E-7,0,0,0.0068924656
1.126939E-7,0,0,0.0068924656
1.127939E-7,0,-1.09375,0.0068924656
1.128939E-7,0,-1.09375,0.0068924656
1.129939E-7,0,-1.09375,0.0068924656
1.130939E-7,0,-1.09375,0.0068924656
1.131939E-7,0,-1.09375,0.0068924656
1.132939E-7,78.1253,-1.09375,0.0068924656
1.133939E-7,78.1253,-1.09375,0.0068924656
1.134939E-7,78.1253,-1.09375,0.0068924656
1.135939E-7,78.1253,-1.09375,0.0068924656
1.136939E-7,78.1253,-1.09375,0.0068924656
1.137939E-7,78.1253,-1.09375,0.0068924656
1.138939E-7,78.1253,-1.09375,0.0068924656
1.139939E-7,78.1253,-1.09375,0.0068924656
1.140939E-7,78.1253,-1.09375,0.0068924656
1.141939E-7,78.1253,-1.09375,0.0068924656
1.142939E-7,0,-1.09375,0.0068924656
1.143939E-7,0,-1.09375,0.0068924656
1.144939E-7,0,-1.09375,0.0068924656
1.145939E-7,0,-1.09375,0.0068924656
1.146939E-7,0,-1.09375,0.0068924656
1.147939E-7,0,-1.09375,0.0068924656
1.148939E-7,78.1253,0,0.0068924656
1.149939E-7,78.1253,0,0.0068924656
1.150939E-7,78.1253,0,0.0068924656
1.151939E-7,156.251,1.09375,0.0068924656
1.152939E-7,156.251,1.09375,0.0068924656
1.153939E-7,156.251,1.09375,0.0068924656
1.154939E-7,156.251,1.09375,0.0068924656
1.155939E-7,156.251,1.09375,0.0068924656
1.156939E-7,234.376,1.09375,0.0068924656
1.157939E-7,234.376,2.1875,0.0068924656
1.158939E-7,234.376,2.1875,0.0068924656
1.159939E-7,312.501,2.1875,0.0068924656
1.160939E-7,312.501,2.1875,0.0068924656
1.161939E-7,312.501,2.1875,0.0068924656
1.162939E-7,312.501,2.1875,0.0068924656
1.163939E-7,234.376,2.1875,0.0068924656
1.164939E-7,234.376,2.1875,0.0068924656
1.165939E-7,156.251,2.1875,0.0068924656
1.166939E-7,156.251,2.1875,0.0068924656
1.167939E-7,156.251,2.1875,0.0068924656
1.168939E-7,78.1253,2.1875,0.0068924656
1.169939E-7,78.1253,1.09375,0.0068924656
1.170939E-7,78.1253,1.09375,0.0068924656
1.171939E-7,78.1253,1.09375,0.0068924656
1.172939E-7,78.1253,1.09375,0.0068924656
1.173939E-7,78.1253,0,0.0068924656
1.174939E-7,156.251,0,0.0068924656
1.175939E-7,156.251,1.09375,0.0068924656
1.176939E-7,234.376,1.09375,0.0068924656
1.177939E-7,234.376,1.09375,0.0068924656
1.178939E-7,312.501,1.09375,0.0068924656
1.179939E-7,312.501,1.09375,0.0068924656
1.180939E-7,390.627,2.1875,0.0068924656
1.181939E-7,390.627,2.1875,0.0068924656
1.182939E-7,468.752,2.1875,0.0068924656
1.183939E-7,546.877,3.28125,0.0068924656
1.184939E-7,625.002,4.375,0.0068924656
1.185939E-7,625.002,4.375,0.0068924656
1.186939E-7,703.128,5.46875,0.0069549657
1.187939E-7,781.253,6.5625,0.0069549657
1.188939E-7,781.253,7.65625,0.0069549657
1.189939E-7,781.253,7.65625,0.0069549657
1.190939E-7,859.378,8.75,0.0069549657
1.191939E-7,859.378,8.75,0.0069549657
1.192939E-7,859.378,8.75,0.0069549657
1.193939E-7,859.378,9.84375,0.0069549657
1.194939E-7,859.378,9.84375,0.0069549657
1.195939E-7,937.504,9.84375,0.0069549657
1.196939E-7,937.504,10.9375,0.0069549657
1.197939E-7,937.504,10.9375,0.0069549657
1.198939E-7,937.504,12.0313,0.0069549657
1.199939E-7,937.504,12.0313,0.0069549657
1.200939E-7,859.378,13.125,0.0069549657
1.201939E-7,859.378,13.125,0.0069549657
1.202939E-7,781.253,14.2188,0.0069549657
1.203939E-7,781.253,14.2188,0.0069549657
1.204939E-7,781.253,15.3125,0.0069549657
1.205939E-7,781.253,15.3125,0.0069549657
1.206939E-7,703.128,15.3125,0.0069549657
1.207939E-7,703.128,15.3125,0.0069549657
1.208939E-7,625.002,15.3125,0.0069549657
1.209939E-7,546.877,15.3125,0.0069549657
1.210939E-7,468.752,15.3125,0.0069549657
1.211939E-7,390.627,15.3125,0.0069549657
1.212939E-7,312.501,15.3125,0.0069549657
1.213939E-7,312.501,15.3125,0.0069549657
1.214939E-7,234.376,15.3125,0.0069549657
1.215939E-7,156.251,15.3125,0.0069549657
1.216939E-7,156.251,14.2188,0.0069549657
1.217939E-7,156.251,14.2188,0.0069549657
1.218939E-7,78.1253,14.2188,0.0069549657
1.219939E-7,78.1253,14.2188,0.0069549657
1.220939E-7,78.1253,14.2188,0.0069549657
1.221939E-7,78.1253,13.125,0.0069549657
1.222939E-7,78.1253,13.125,0.0069549657
1.223939E-7,78.1253,13.125,0.0069549657
1.224939E-7,78.1253,13.125,0.0069549657
1.225939E-7,78.1253,13.125,0.0069549657
1.226939E-7,78.1253,12.0313,0.0069549657
1.227939E-7,78.1253,12.0313,0.0069549657
1.228939E-7,78.1253,10.9375,0.0069549657
1.229939E-7,0,10.9375,0.0069549657
1.230939E-7,-78.1253,9.84375,0.0069549657
1.231939E-7,-156.251,9.84375,0.0069549657
1.232939E-7,-234.376,8.75,0.0069549657
1.233939E-7,-312.501,8.75,0.0069549657
1.234939E-7,-390.627,8.75,0.0069549657
1.235939E-7,-468.752,7.65625,0.0069549657
1.236939E-7,-546.877,6.5625,0.0069549657
1.237939E-7,-703.128,5.46875,0.0069549657
1.238939E-7,-781.253,4.375,0.0069549657
1.239939E-7,-937.504,3.28125,0.0069549657
1.240939E-7,-1093.75,2.1875,0.0069549657
1.241939E-7,-1250,1.09375,0.0069549657
1.242939E-7,-1406.26,1.09375,0.0069549657
1.243939E-7,-1562.51,0,0.0069549657
1.244939E-7,-1640.63,-2.1875,0.0069549657
1.245939E-7,-1796.88,-3.28125,0.0069549657
1.246939E-7,-1875.01,-5.46875,0.0069549657
1.247939E-7,-2031.26,-6.5625,0.0069549657
1.248939E-7,-2187.51,-8.75,0.0069549657
1.249939E-7,-2265.63,-9.84375,0.0069549657
1.250939E-7,-2343.76,-10.9375,0.0069549657
1.251939E-7,-2421.88,-12.0313,0.0069549657
1.252939E-7,-2421.88,-13.125,0.0069549657
1.253939E-7,-2500.01,-15.3125,0.0069549657
1.254939E-7,-2578.14,-16.4063,0.0069549657
1.255939E-7,-2734.39,-18.5938,0.0069549657
1.256939E-7,-2812.51,-19.6875,0.0069549657
1.257939E-7,-2812.51,-21.875,0.0069549657
1.258939E-7,-2890.64,-24.0625,0.0070174658
1.259939E-7,-2890.64,-25.1563,0.0070174658
1.260939E-7,-2890.64,-26.25,0.0070174658
1.261939E-7,-2968.76,-28.4375,0.0070174658
1.262939E-7,-2968.76,-29.5313,0.0070174658
1.263939E-7,-3046.89,-30.625,0.0070174658
1.264939E-7,-3125.01,-32.8125,0.0070174658
1.265939E-7,-3203.14,-33.9063,0.0070174658
1.266939E-7,-3203.14,-35,0.0070799659
1.267939E-7,-3203.14,-36.0938,0.0070799659
1.268939E-7,-3203.14,-37.1875,0.0070799659
1.269939E-7,-3281.26,-38.2813,0.0070799659
1.270939E-7,-3281.26,-38.2813,0.0070799659
1.271939E-7,-3281.26,-39.375,0.007142466
1.272939E-7,-3359.39,-40.4688,0.007142466
1.273939E-7,-3359.39,-40.4688,0.007142466
1.274939E-7,-3359.39,-41.5625,0.007142466
1.275939E-7,-3359.39,-41.5625,0.007142466
1.276939E-7,-3359.39,-42.6563,0.0072049661
1.277939E-7,-3359.39,-42.6563,0.0072049661
1.278939E-7,-3359.39,-42.6563,0.0072049661
1.279939E-7,-3359.39,-43.75,0.0072049661
1.280939E-7,-3281.26,-43.75,0.0072674662
1.281939E-7,-3281.26,-43.75,0.0072674662
1.282939E-7,-3203.14,-44.8438,0.0072674662
1.283939E-7,-3203.14,-44.8438,0.0072674662
1.284939E-7,-3125.01,-44.8438,0.0072674662
1.285939E-7,-3046.89,-44.8438,0.0073299663
1.286939E-7,-2968.76,-44.8438,0.0073299663
1.287939E-7,-2890.64,-44.8438,0.0073299663
1.288939E-7,-2890.64,-44.8438,0.0073299663
1.289939E-7,-2812.51,-43.75,0.0073299663
1.290939E-7,-2734.39,-43.75,0.0073924664
1.291939E-7,-2656.26,-43.75,0.0073924664
1.292939E-7,-2578.14,-42.6563,0.0073924664
1.293939E-7,-2500.01,-42.6563,0.0073924664
1.294939E-7,-2421.88,-41.5625,0.0073924664
1.295939E-7,-2343.76,-41.5625,0.0073924664
1.296939E-7,-2265.63,-40.4688,0.0074549665
1.297939E-7,-2187.51,-40.4688,0.0074549665
1.298939E-7,-2109.38,-39.375,0.0074549665
1.299939E-7,-2109.38,-38.2813,0.0074549665
1.300939E-7,-2031.26,-38.2813,0.0074549665
1.301939E-7,-1875.01,-37.1875,0.0074549665
1.302939E-7,-1796.88,-37.1875,0.0074549665
1.303939E-7,-1718.76,-36.0938,0.0075174666
1.304939E-7,-1640.63,-36.0938,0.0075174666
1.305939E-7,-1640.63,-35,0.0075174666
1.306939E-7,-1562.51,-33.9063,0.0075174666
1.307939E-7,-1484.38,-32.8125,0.0075174666
1.308939E-7,-1406.26,-32.8125,0.0075174666
1.309939E-7,-1328.13,-31.7188,0.0075174666
1.310939E-7,-1250,-30.625,0.0075174666
1.311939E-7,-1093.75,-29.5313,0.0075174666
1.312939E-7,-1015.63,-28.4375,0.0075174666
1.313939E-7,-937.504,-27.3438,0.0075174666
1.314939E-7,-859.378,-26.25,0.0075174666
1.315939E-7,-781.253,-25.1563,0.0075174666
1.316939E-7,-625.002,-24.0625,0.0075174666
1.317939E-7,-546.877,-22.9688,0.0075174666
1.318939E-7,-468.752,-21.875,0.0075174666
1.319939E-7,-390.627,-20.7813,0.0075174666
1.320939E-7,-234.376,-18.5938,0.0075174666
1.321939E-7,-156.251,-17.5,0.0075174666
1.322939E-7,-78.1253,-16.4063,0.0075174666
1.323939E-7,0,-15.3125,0.0075174666
1.324939E-7,78.1253,-14.2188,0.0075174666
1.325939E-7,78.1253,-13.125,0.0075174666
1.326939E-7,156.251,-12.0313,0.0075174666
1.327939E-7,234.376,-10.9375,0.0075174666
1.328939E-7,234.376,-9.84375,0.0075174666
1.329939E-7,234.376,-8.75,0.0075174666
1.330939E-7,312.501,-7.65625,0.0075174666
1.331939E-7,312.501,-7.65625,0.0075174666
1.332939E-7,312.501,-6.5625,0.0075174666
1.333939E-7,312.501,-6.5625,0.0075174666
1.334939E-7,390.627,-5.46875,0.0075174666
1.335939E-7,390.627,-4.375,0.0075174666
1.336939E-7,390.627,-4.375,0.0075174666
1.337939E-7,390.627,-3.28125,0.0075174666
1.338939E-7,390.627,-3.28125,0.0075174666
1.339939E-7,390.627,-2.1875,0.0075174666
1.340939E-7,390.627,-2.1875,0.0075174666
1.341939E-7,390.627,-2.1875,0.0075174666
1.342939E-7,390.627,-1.09375,0.0075174666
1.343939E-7,468.752,-1.09375,0.0075174666
1.344939E-7,468.752,-1.09375,0.0075174666
1.345939E-7,468.752,-1.09375,0.0075174666
1.346939E-7,546.877,-1.09375,0.0075174666
1.347939E-7,546.877,0,0.0075174666
1.348939E-7,546.877,0,0.0075174666
1.349939E-7,546.877,0,0.0075174666
1.350939E-7,546.877,1.09375,0.0075174666
1.351939E-7,546.877,1.09375,0.0075174666
1.352939E-7,546.877,1.09375,0.0075174666
1.353939E-7,546.877,2.1875,0.0075174666
1.354939E-7,546.877,2.1875,0.0075174666
1.355939E-7,546.877,2.1875,0.0075174666
1.356939E-7,546.877,3.28125,0.0075174666
1.357939E-7,546.877,3.28125,0.0075174666
1.358939E-7,468.752,3.28125,0.0075174666
1.359939E-7,468.752,3.28125,0.0075174666
1.360939E-7,468.752,3.28125,0.0075174666
1.361939E-7,468.752,3.28125,0.0075174666
1.362939E-7,468.752,3.28125,0.0075174666
1.363939E-7,468.752,4.375,0.0075174666
1.364939E-7,546.877,4.375,0.0075174666
1.365939E-7,546.877,4.375,0.0075174666
1.366939E-7,546.877,4.375,0.0075174666
1.367939E-7,546.877,4.375,0.0075174666
1.368939E-7,546.877,3.28125,0.0075174666
1.369939E-7,546.877,3.28125,0.0075174666
1.370939E-7,546.877,3.28125,0.0075174666
1.371939E-7,625.002,3.28125,0.0075174666
1.372939E-7,625.002,3.28125,0.0075174666
1.373939E-7,625.002,3.28125,0.0075174666
1.374939E-7,703.128,3.28125,0.0075174666
1.375939E-7,703.128,3.28125,0.0075174666
1.376939E-7,703.128,3.28125,0.0075174666
1.377939E-7,703.128,3.28125,0.0075174666
1.378939E-7,703.128,3.28125,0.0075174666
1.379939E-7,781.253,3.28125,0.0075174666
