BOLSIG+ version: 07/2024
Collision input data:
--------------------------------------------------
CO2
concat_xsections.dat
--------------------------------------------------
CO
concat_xsections.dat
--------------------------------------------------
H2O
concat_xsections.dat
--------------------------------------------------
N2
concat_xsections.dat
--------------------------------------------------
O2
concat_xsections.dat



Angular frequency / N (m3.rad/s)           0.00000
Cosine of E-B field angle                  0.00000
Gas temperature (K)                        2000.00
Excitation temperature (K)                 2000.00
Transition energy (eV)                     0.00000
Ionization degree                          0.00000
Gas particle density (1/m3)               0.370000E+25
Ion charge parameter                       1.00000
Ion/neutral mass ratio                     1.00000
Coulomb collision model                    1.00000
Energy sharing                             1.00000
Growth model                               1.00000
Maxwellian mean energy (eV)                0.00000
# of grid points                           200.000
Precision                                 0.100000E-11
Convergence                               0.100000E-05
Maximum # of iterations                    10000.0
Mole fraction CO2                         0.780142E-01
Mole fraction CO                          0.101317E-02
Mole fraction H2O                         0.155015
Mole fraction N2                          0.727457
Mole fraction O2                          0.385005E-01


E/N (Td)      	Electric field / N (Td)
628.029	0.263547E-12
689.261	0.268529E-12
756.464	0.273652E-12
830.217	0.278897E-12
911.163	0.284243E-12
1000.00	0.289672E-12


E/N (Td)	Momentum frequency /N (m3/s)
0.100000	0.220096E-12
0.109750	0.220096E-12
0.120450	0.220095E-12
0.132194	0.220095E-12
0.145083	0.220094E-12
0.159228	0.220093E-12
0.174753	0.220092E-12
0.191791	0.220091E-12
0.210490	0.220089E-12
0.231013	0.220088E-12
0.253536	0.220085E-12
0.278256	0.220083E-12
0.305386	0.220080E-12
0.335160	0.220076E-12
0.367838	0.220072E-12
0.403702	0.220066E-12
0.443062	0.220060E-12
0.486260	0.220052E-12
0.533670	0.220042E-12
0.585702	0.220031E-12
0.642807	0.220017E-12
0.705480	0.220001E-12
0.774264	0.219981E-12
0.849753	0.219957E-12
0.932603	0.219928E-12
1.02353	0.219894E-12
1.12332	0.219852E-12
1.23285	0.219802E-12
1.35305	0.219742E-12
1.48497	0.219670E-12
1.62975	0.219584E-12
1.78865	0.219480E-12
1.96304	0.219356E-12
2.15443	0.219207E-12
2.36449	0.219030E-12
2.59502	0.218829E-12
2.84804	0.218576E-12
3.12572	0.218276E-12
3.43047	0.217919E-12
3.76494	0.217497E-12
4.13201	0.216999E-12
4.53488	0.216415E-12
4.97702	0.215703E-12
5.46228	0.214908E-12
5.99484	0.213992E-12
6.57933	0.212933E-12
7.22081	0.211750E-12
7.92483	0.210399E-12
8.69749	0.209008E-12
9.54548	0.207469E-12
10.4762	0.205872E-12
11.4976	0.204273E-12
12.6186	0.202760E-12
13.8489	0.201381E-12
15.1991	0.200236E-12
16.6810	0.199406E-12
18.3074	0.198927E-12
20.0923	0.198828E-12
22.0513	0.199098E-12
24.2013	0.199656E-12
26.5609	0.200516E-12
29.1505	0.201564E-12
31.9927	0.202737E-12
35.1119	0.203968E-12
38.5353	0.205240E-12
42.2924	0.206564E-12
46.4159	0.207925E-12
50.9414	0.209355E-12
55.9081	0.210879E-12
61.3591	0.212508E-12
67.3415	0.214262E-12
73.9072	0.216130E-12
81.1131	0.218112E-12
89.0215	0.220249E-12
97.7010	0.222531E-12
107.227	0.224972E-12
117.681	0.227572E-12
129.155	0.230342E-12
141.747	0.233294E-12
155.568	0.236453E-12
170.735	0.239788E-12
187.382	0.243323E-12
205.651	0.247067E-12
225.702	0.251013E-12
247.708	0.255149E-12
271.859	0.259509E-12
298.365	0.264077E-12
327.455	0.268876E-12
359.381	0.273861E-12
394.421	0.279064E-12
432.876	0.284473E-12
475.081	0.290083E-12
521.401	0.295947E-12
572.237	0.302020E-12
628.029	0.308329E-12
689.261	0.314876E-12
756.464	0.321629E-12
830.217	0.328610E-12
911.163	0.335809E-12
1000.00	0.343252E-12


E/N (Td)	Total ionization freq. /N (m3/s)
0.100000	0.00000
0.109750	0.00000
0.120450	0.00000
0.132194	0.00000
0.145083	0.00000
0.159228	0.00000
0.174753	0.00000
0.191791	0.00000
0.210490	0.00000
0.231013	0.00000
0.253536	0.00000
0.278256	0.00000
0.305386	0.00000
0.335160	0.00000
0.367838	0.00000
0.403702	0.00000
0.443062	0.00000
0.486260	0.00000
0.533670	0.00000
0.585702	0.00000
0.642807	0.00000
0.705480	0.00000
0.774264	0.00000
0.849753	0.00000
0.932603	0.00000
1.02353	0.00000
1.12332	0.00000
1.23285	0.00000
1.35305	0.00000
1.48497	0.00000
1.62975	0.00000
1.78865	0.00000
1.96304	0.00000
2.15443	0.00000
2.36449	0.00000
2.59502	0.00000
2.84804	0.00000
3.12572	0.00000
3.43047	0.00000
3.76494	0.00000
4.13201	0.00000
4.53488	0.00000
4.97702	0.00000
5.46228	0.00000
5.99484	0.00000
6.57933	0.00000
7.22081	0.00000
7.92483	0.00000
8.69749	0.00000
9.54548	0.00000
10.4762	0.00000
11.4976	0.00000
12.6186	0.00000
13.8489	0.00000
15.1991	0.00000
16.6810	0.800417E-29
18.3074	0.924618E-28
20.0923	0.917014E-27
22.0513	0.783173E-26
24.2013	0.608136E-25
26.5609	0.398144E-24
29.1505	0.227568E-23
31.9927	0.114106E-22
35.1119	0.500106E-22
38.5353	0.193281E-21
42.2924	0.664217E-21
46.4159	0.204686E-20
50.9414	0.573155E-20
55.9081	0.147205E-19
61.3591	0.351226E-19
67.3415	0.786730E-19
73.9072	0.166851E-18
81.1131	0.337880E-18
89.0215	0.656384E-18
97.7010	0.123030E-17
107.227	0.223441E-17
117.681	0.394198E-17
129.155	0.677615E-17
141.747	0.113693E-16
155.568	0.186539E-16
170.735	0.299673E-16
187.382	0.471920E-16
205.651	0.729163E-16
225.702	0.110607E-15
247.708	0.164839E-15
271.859	0.241375E-15
298.365	0.347474E-15
327.455	0.491795E-15
359.381	0.684756E-15
394.421	0.938140E-15
432.876	0.126535E-14
475.081	0.168125E-14
521.401	0.220123E-14
572.237	0.284264E-14
628.029	0.362318E-14
689.261	0.456149E-14
756.464	0.567725E-14
830.217	0.699000E-14
911.163	0.852043E-14
1000.00	0.102877E-13


E/N (Td)	Total attachment freq. /N (m3/s)
0.100000	0.247718E-21
0.109750	0.247719E-21
0.120450	0.247720E-21
0.132194	0.247722E-21
0.145083	0.247724E-21
0.159228	0.247726E-21
0.174753	0.247729E-21
0.191791	0.247732E-21
0.210490	0.247736E-21
0.231013	0.247740E-21
0.253536	0.247746E-21
0.278256	0.247753E-21
0.305386	0.247761E-21
0.335160	0.247771E-21
0.367838	0.247783E-21
0.403702	0.247797E-21
0.443062	0.247814E-21
0.486260	0.247835E-21
0.533670	0.247860E-21
0.585702	0.247890E-21
0.642807	0.247926E-21
0.705480	0.247969E-21
0.774264	0.248022E-21
0.849753	0.248085E-21
0.932603	0.248162E-21
1.02353	0.248253E-21
1.12332	0.248364E-21
1.23285	0.248497E-21
1.35305	0.248658E-21
1.48497	0.248852E-21
1.62975	0.249086E-21
1.78865	0.249367E-21
1.96304	0.249707E-21
2.15443	0.250117E-21
2.36449	0.250612E-21
2.59502	0.251209E-21
2.84804	0.251931E-21
3.12572	0.252804E-21
3.43047	0.253861E-21
3.76494	0.255141E-21
4.13201	0.256693E-21
4.53488	0.258577E-21
4.97702	0.260867E-21
5.46228	0.263654E-21
5.99484	0.267049E-21
6.57933	0.271197E-21
7.22081	0.276295E-21
7.92483	0.282672E-21
8.69749	0.290937E-21
9.54548	0.302782E-21
10.4762	0.323128E-21
11.4976	0.367375E-21
12.6186	0.483541E-21
13.8489	0.815985E-21
15.1991	0.177753E-20
16.6810	0.447632E-20
18.3074	0.116431E-19
20.0923	0.294683E-19
22.0513	0.706100E-19
24.2013	0.158264E-18
26.5609	0.329407E-18
29.1505	0.635256E-18
31.9927	0.113475E-17
35.1119	0.187749E-17
38.5353	0.288887E-17
42.2924	0.415543E-17
46.4159	0.562810E-17
50.9414	0.723561E-17
55.9081	0.889912E-17
61.3591	0.105546E-16
67.3415	0.121533E-16
73.9072	0.136668E-16
81.1131	0.150791E-16
89.0215	0.163821E-16
97.7010	0.175759E-16
107.227	0.186646E-16
117.681	0.196460E-16
129.155	0.205242E-16
141.747	0.213027E-16
155.568	0.219811E-16
170.735	0.225585E-16
187.382	0.230342E-16
205.651	0.234077E-16
225.702	0.236772E-16
247.708	0.238418E-16
271.859	0.239035E-16
298.365	0.238633E-16
327.455	0.237248E-16
359.381	0.234871E-16
394.421	0.231559E-16
432.876	0.227388E-16
475.081	0.222407E-16
521.401	0.216687E-16
572.237	0.210298E-16
628.029	0.203328E-16
689.261	0.195891E-16
756.464	0.188048E-16
830.217	0.179911E-16
911.163	0.171583E-16
1000.00	0.163162E-16


E/N (Td)	Townsend ioniz. coef. alpha/N (m2)
0.100000	0.00000
0.109750	0.00000
0.120450	0.00000
0.132194	0.00000
0.145083	0.00000
0.159228	0.00000
0.174753	0.00000
0.191791	0.00000
0.210490	0.00000
0.231013	0.00000
0.253536	0.00000
0.278256	0.00000
0.305386	0.00000
0.335160	0.00000
0.367838	0.00000
0.403702	0.00000
0.443062	0.00000
0.486260	0.00000
0.533670	0.00000
0.585702	0.00000
0.642807	0.00000
0.705480	0.00000
0.774264	0.00000
0.849753	0.00000
0.932603	0.00000
1.02353	0.00000
1.12332	0.00000
1.23285	0.00000
1.35305	0.00000
1.48497	0.00000
1.62975	0.00000
1.78865	0.00000
1.96304	0.00000
2.15443	0.00000
2.36449	0.00000
2.59502	0.00000
2.84804	0.00000
3.12572	0.00000
3.43047	0.00000
3.76494	0.00000
4.13201	0.00000
4.53488	0.00000
4.97702	0.00000
5.46228	0.00000
5.99484	0.00000
6.57933	0.00000
7.22081	0.00000
7.92483	0.00000
8.69749	0.00000
9.54548	0.00000
10.4762	0.00000
11.4976	0.00000
12.6186	0.00000
13.8489	0.00000
15.1991	0.00000
16.6810	0.544014E-33
18.3074	0.571228E-32
20.0923	0.515945E-31
22.0513	0.402039E-30
24.2013	0.285249E-29
26.5609	0.170893E-28
29.1505	0.894658E-28
31.9927	0.411120E-27
35.1119	0.165176E-26
38.5353	0.585290E-26
42.2924	0.184450E-25
46.4159	0.521323E-25
50.9414	0.133925E-24
55.9081	0.315690E-24
61.3591	0.691611E-24
67.3415	0.142320E-23
73.9072	0.277418E-23
81.1131	0.516571E-23
89.0215	0.923325E-23
97.7010	0.159324E-22
107.227	0.266544E-22
117.681	0.433416E-22
129.155	0.687107E-22
141.747	0.106390E-21
155.568	0.161203E-21
170.735	0.239293E-21
187.382	0.348420E-21
205.651	0.498066E-21
225.702	0.699396E-21
247.708	0.965367E-21
271.859	0.131003E-20
298.365	0.174857E-20
327.455	0.229596E-20
359.381	0.296681E-20
394.421	0.377390E-20
432.876	0.472790E-20
475.081	0.583666E-20
521.401	0.710373E-20
572.237	0.853022E-20
628.029	0.101135E-19
689.261	0.118479E-19
756.464	0.137241E-19
830.217	0.157306E-19
911.163	0.178540E-19
1000.00	0.200775E-19


E/N (Td)	Townsend attach. coef. eta/N (m2)
0.100000	0.309991E-23
0.109750	0.282453E-23
0.120450	0.257361E-23
0.132194	0.234499E-23
0.145083	0.213667E-23
0.159228	0.194687E-23
0.174753	0.177392E-23
0.191791	0.161635E-23
0.210490	0.147277E-23
0.231013	0.134194E-23
0.253536	0.122275E-23
0.278256	0.111414E-23
0.305386	0.101518E-23
0.335160	0.925015E-24
0.367838	0.842863E-24
0.403702	0.768010E-24
0.443062	0.699810E-24
0.486260	0.637671E-24
0.533670	0.581056E-24
0.585702	0.529473E-24
0.642807	0.482477E-24
0.705480	0.439659E-24
0.774264	0.400650E-24
0.849753	0.365110E-24
0.932603	0.332734E-24
1.02353	0.303239E-24
1.12332	0.276371E-24
1.23285	0.251897E-24
1.35305	0.229605E-24
1.48497	0.209302E-24
1.62975	0.190812E-24
1.78865	0.173975E-24
1.96304	0.158646E-24
2.15443	0.144692E-24
2.36449	0.131991E-24
2.59502	0.120442E-24
2.84804	0.109930E-24
3.12572	0.100373E-24
3.43047	0.916887E-25
3.76494	0.838019E-25
4.13201	0.766459E-25
4.53488	0.701599E-25
4.97702	0.642812E-25
5.46228	0.589782E-25
5.99484	0.541987E-25
6.57933	0.499027E-25
7.22081	0.460669E-25
7.92483	0.426694E-25
8.69749	0.397508E-25
9.54548	0.374166E-25
10.4762	0.361033E-25
11.4976	0.371101E-25
12.6186	0.441759E-25
13.8489	0.674630E-25
15.1991	0.133143E-24
16.6810	0.304239E-24
18.3074	0.719308E-24
20.0923	0.165799E-23
22.0513	0.362474E-23
24.2013	0.742344E-23
26.5609	0.141390E-22
29.1505	0.249743E-22
31.9927	0.408847E-22
35.1119	0.620102E-22
38.5353	0.874802E-22
42.2924	0.115395E-21
46.4159	0.143345E-21
50.9414	0.169070E-21
55.9081	0.190846E-21
61.3591	0.207833E-21
67.3415	0.219854E-21
73.9072	0.227234E-21
81.1131	0.230538E-21
89.0215	0.230445E-21
97.7010	0.227608E-21
107.227	0.222650E-21
117.681	0.216005E-21
129.155	0.208117E-21
141.747	0.199344E-21
155.568	0.189956E-21
170.735	0.180133E-21
187.382	0.170062E-21
205.651	0.159890E-21
225.702	0.149717E-21
247.708	0.139627E-21
271.859	0.129733E-21
298.365	0.120086E-21
327.455	0.110760E-21
359.381	0.101761E-21
394.421	0.931505E-22
432.876	0.849619E-22
475.081	0.772113E-22
521.401	0.699284E-22
572.237	0.631063E-22
628.029	0.567558E-22
689.261	0.508800E-22
756.464	0.454585E-22
830.217	0.404878E-22
911.163	0.359541E-22
1000.00	0.318427E-22


E/N (Td)	Power /N (eV m3/s)
0.100000	0.799114E-20
0.109750	0.962538E-20
0.120450	0.115938E-19
0.132194	0.139648E-19
0.145083	0.168208E-19
0.159228	0.202607E-19
0.174753	0.244042E-19
0.191791	0.293952E-19
0.210490	0.354068E-19
0.231013	0.426480E-19
0.253536	0.513701E-19
0.278256	0.618762E-19
0.305386	0.745312E-19
0.335160	0.897746E-19
0.367838	0.108136E-18
0.403702	0.130254E-18
0.443062	0.156895E-18
0.486260	0.188988E-18
0.533670	0.227646E-18
0.585702	0.274215E-18
0.642807	0.330314E-18
0.705480	0.397894E-18
0.774264	0.479308E-18
0.849753	0.577391E-18
0.932603	0.695560E-18
1.02353	0.837936E-18
1.12332	0.100949E-17
1.23285	0.121621E-17
1.35305	0.146533E-17
1.48497	0.176557E-17
1.62975	0.212747E-17
1.78865	0.256376E-17
1.96304	0.308980E-17
2.15443	0.372420E-17
2.36449	0.448945E-17
2.59502	0.541253E-17
2.84804	0.652694E-17
3.12572	0.787254E-17
3.43047	0.949802E-17
3.76494	0.114626E-16
4.13201	0.138384E-16
4.53488	0.167135E-16
4.97702	0.201979E-16
5.46228	0.244183E-16
5.99484	0.295379E-16
6.57933	0.357555E-16
7.22081	0.433081E-16
7.92483	0.524997E-16
8.69749	0.636571E-16
9.54548	0.772439E-16
10.4762	0.937624E-16
11.4976	0.113821E-15
12.6186	0.138121E-15
13.8489	0.167506E-15
15.1991	0.202916E-15
16.6810	0.245431E-15
18.3074	0.296333E-15
20.0923	0.357111E-15
22.0513	0.429560E-15
24.2013	0.515959E-15
26.5609	0.618810E-15
29.1505	0.741483E-15
31.9927	0.887953E-15
35.1119	0.106309E-14
38.5353	0.127255E-14
42.2924	0.152298E-14
46.4159	0.182241E-14
50.9414	0.218012E-14
55.9081	0.260698E-14
61.3591	0.311605E-14
67.3415	0.372257E-14
73.9072	0.444509E-14
81.1131	0.530546E-14
89.0215	0.632846E-14
97.7010	0.754448E-14
107.227	0.898873E-14
117.681	0.107033E-13
129.155	0.127371E-13
141.747	0.151478E-13
155.568	0.180017E-13
170.735	0.213816E-13
187.382	0.253801E-13
205.651	0.301071E-13
225.702	0.356940E-13
247.708	0.422968E-13
271.859	0.500905E-13
298.365	0.592906E-13
327.455	0.701410E-13
359.381	0.829473E-13
394.421	0.980476E-13
432.876	0.115853E-12
475.081	0.136847E-12
521.401	0.161566E-12
572.237	0.190694E-12
628.029	0.224992E-12
689.261	0.265369E-12
756.464	0.312927E-12
830.217	0.368913E-12
911.163	0.434832E-12
1000.00	0.512399E-12


E/N (Td)	Elastic power loss /N (eV m3/s)
0.100000	0.743568E-22
0.109750	0.102755E-21
0.120450	0.136962E-21
0.132194	0.178164E-21
0.145083	0.227791E-21
0.159228	0.287569E-21
0.174753	0.359571E-21
0.191791	0.446299E-21
0.210490	0.550764E-21
0.231013	0.676593E-21
0.253536	0.828157E-21
0.278256	0.101072E-20
0.305386	0.123062E-20
0.335160	0.149550E-20
0.367838	0.181455E-20
0.403702	0.219887E-20
0.443062	0.266179E-20
0.486260	0.321941E-20
0.533670	0.389111E-20
0.585702	0.470022E-20
0.642807	0.567488E-20
0.705480	0.684898E-20
0.774264	0.826345E-20
0.849753	0.996732E-20
0.932603	0.120200E-19
1.02353	0.144930E-19
1.12332	0.174725E-19
1.23285	0.210626E-19
1.35305	0.253886E-19
1.48497	0.306021E-19
1.62975	0.368859E-19
1.78865	0.444610E-19
1.96304	0.535948E-19
2.15443	0.646114E-19
2.36449	0.779035E-19
2.59502	0.939520E-19
2.84804	0.113328E-18
3.12572	0.136744E-18
3.43047	0.165061E-18
3.76494	0.199332E-18
4.13201	0.240844E-18
4.53488	0.291165E-18
4.97702	0.352249E-18
5.46228	0.426353E-18
5.99484	0.516276E-18
6.57933	0.625375E-18
7.22081	0.757363E-18
7.92483	0.917357E-18
8.69749	0.110813E-17
9.54548	0.133628E-17
10.4762	0.160578E-17
11.4976	0.192042E-17
12.6186	0.228231E-17
13.8489	0.269297E-17
15.1991	0.315147E-17
16.6810	0.365698E-17
18.3074	0.421016E-17
20.0923	0.481779E-17
22.0513	0.549638E-17
24.2013	0.627751E-17
26.5609	0.720586E-17
29.1505	0.834051E-17
31.9927	0.974015E-17
35.1119	0.114402E-16
38.5353	0.134426E-16
42.2924	0.157038E-16
46.4159	0.181491E-16
50.9414	0.206918E-16
55.9081	0.232497E-16
61.3591	0.257696E-16
67.3415	0.282215E-16
73.9072	0.306011E-16
81.1131	0.329180E-16
89.0215	0.351911E-16
97.7010	0.374481E-16
107.227	0.397235E-16
117.681	0.420413E-16
129.155	0.444390E-16
141.747	0.469566E-16
155.568	0.496305E-16
170.735	0.525016E-16
187.382	0.556146E-16
205.651	0.590187E-16
225.702	0.627643E-16
247.708	0.669100E-16
271.859	0.715125E-16
298.365	0.766380E-16
327.455	0.823503E-16
359.381	0.887167E-16
394.421	0.958089E-16
432.876	0.103704E-15
475.081	0.112486E-15
521.401	0.122224E-15
572.237	0.133016E-15
628.029	0.144960E-15
689.261	0.158166E-15
756.464	0.172758E-15
830.217	0.188878E-15
911.163	0.206678E-15
1000.00	0.226327E-15


E/N (Td)	Inelastic power loss /N (eV m3/s)
0.100000	0.795410E-20
0.109750	0.955876E-20
0.120450	0.114916E-19
0.132194	0.138197E-19
0.145083	0.166239E-19
0.159228	0.200017E-19
0.174753	0.240702E-19
0.191791	0.289709E-19
0.210490	0.348738E-19
0.231013	0.419840E-19
0.253536	0.505485E-19
0.278256	0.608647E-19
0.305386	0.732910E-19
0.335160	0.882591E-19
0.367838	0.106289E-18
0.403702	0.128007E-18
0.443062	0.154169E-18
0.486260	0.185683E-18
0.533670	0.223646E-18
0.585702	0.269377E-18
0.642807	0.324467E-18
0.705480	0.390835E-18
0.774264	0.470790E-18
0.849753	0.567118E-18
0.932603	0.683177E-18
1.02353	0.823015E-18
1.12332	0.991515E-18
1.23285	0.119456E-17
1.35305	0.143927E-17
1.48497	0.173420E-17
1.62975	0.208972E-17
1.78865	0.251832E-17
1.96304	0.303511E-17
2.15443	0.365837E-17
2.36449	0.441019E-17
2.59502	0.531745E-17
2.84804	0.641226E-17
3.12572	0.773420E-17
3.43047	0.933108E-17
3.76494	0.112611E-16
4.13201	0.135950E-16
4.53488	0.164193E-16
4.97702	0.198444E-16
5.46228	0.239909E-16
5.99484	0.290208E-16
6.57933	0.351263E-16
7.22081	0.425461E-16
7.92483	0.515846E-16
8.69749	0.625505E-16
9.54548	0.759087E-16
10.4762	0.921543E-16
11.4976	0.111894E-15
12.6186	0.135815E-15
13.8489	0.164785E-15
15.1991	0.199736E-15
16.6810	0.241743E-15
18.3074	0.292097E-15
20.0923	0.352285E-15
22.0513	0.424095E-15
24.2013	0.509772E-15
26.5609	0.611869E-15
29.1505	0.733781E-15
31.9927	0.879592E-15
35.1119	0.105428E-14
38.5353	0.126378E-14
42.2924	0.151489E-14
46.4159	0.181604E-14
50.9414	0.217648E-14
55.9081	0.260696E-14
61.3591	0.312038E-14
67.3415	0.373163E-14
73.9072	0.445924E-14
81.1131	0.532437E-14
89.0215	0.635182E-14
97.7010	0.757117E-14
107.227	0.901768E-14
117.681	0.107299E-13
129.155	0.127546E-13
141.747	0.151475E-13
155.568	0.179688E-13
170.735	0.212914E-13
187.382	0.251953E-13
205.651	0.297710E-13
225.702	0.351224E-13
247.708	0.413650E-13
271.859	0.486193E-13
298.365	0.570233E-13
327.455	0.667196E-13
359.381	0.778745E-13
394.421	0.906473E-13
432.876	0.105220E-12
475.081	0.121782E-12
521.401	0.140506E-12
572.237	0.161610E-12
628.029	0.185294E-12
689.261	0.211779E-12
756.464	0.241312E-12
830.217	0.274122E-12
911.163	0.310462E-12
1000.00	0.350569E-12


E/N (Td)	Growth power /N (eV m3/s)
0.100000	-0.640523E-22
0.109750	-0.640532E-22
0.120450	-0.640542E-22
0.132194	-0.640555E-22
0.145083	-0.640570E-22
0.159228	-0.640589E-22
0.174753	-0.640611E-22
0.191791	-0.640638E-22
0.210490	-0.640670E-22
0.231013	-0.640709E-22
0.253536	-0.640756E-22
0.278256	-0.640813E-22
0.305386	-0.640881E-22
0.335160	-0.640963E-22
0.367838	-0.641061E-22
0.403702	-0.641180E-22
0.443062	-0.641324E-22
0.486260	-0.641496E-22
0.533670	-0.641704E-22
0.585702	-0.641955E-22
0.642807	-0.642257E-22
0.705480	-0.642622E-22
0.774264	-0.643061E-22
0.849753	-0.643590E-22
0.932603	-0.644228E-22
1.02353	-0.644997E-22
1.12332	-0.645926E-22
1.23285	-0.647046E-22
1.35305	-0.648398E-22
1.48497	-0.650030E-22
1.62975	-0.652003E-22
1.78865	-0.654388E-22
1.96304	-0.657273E-22
2.15443	-0.660768E-22
2.36449	-0.665006E-22
2.59502	-0.670166E-22
2.84804	-0.676421E-22
3.12572	-0.684042E-22
3.43047	-0.693346E-22
3.76494	-0.704733E-22
4.13201	-0.718707E-22
4.53488	-0.735908E-22
4.97702	-0.757188E-22
5.46228	-0.783526E-22
5.99484	-0.816286E-22
6.57933	-0.857228E-22
7.22081	-0.908573E-22
7.92483	-0.973656E-22
8.69749	-0.105723E-21
9.54548	-0.116951E-21
10.4762	-0.133639E-21
11.4976	-0.163790E-21
12.6186	-0.233709E-21
13.8489	-0.429393E-21
15.1991	-0.102110E-20
16.6810	-0.281065E-20
18.3074	-0.799274E-20
20.0923	-0.221245E-19
22.0513	-0.580670E-19
24.2013	-0.143121E-18
26.5609	-0.329760E-18
29.1505	-0.710598E-18
31.9927	-0.143295E-17
35.1119	-0.269800E-17
38.5353	-0.474112E-17
42.2924	-0.777177E-17
46.4159	-0.119092E-16
50.9414	-0.171398E-16
55.9081	-0.233073E-16
61.3591	-0.301820E-16
67.3415	-0.374871E-16
73.9072	-0.449413E-16
81.1131	-0.522270E-16
89.0215	-0.589382E-16
97.7010	-0.645027E-16
107.227	-0.680315E-16
117.681	-0.680451E-16
129.155	-0.622247E-16
141.747	-0.469137E-16
155.568	-0.163889E-16
170.735	0.380622E-16
187.382	0.129505E-15
205.651	0.277205E-15
225.702	0.509011E-15
247.708	0.864795E-15
271.859	0.139979E-14
298.365	0.219060E-14
327.455	0.333978E-14
359.381	0.498485E-14
394.421	0.730423E-14
432.876	0.105291E-13
475.081	0.149548E-13
521.401	0.209439E-13
572.237	0.289578E-13
628.029	0.395602E-13
689.261	0.534434E-13
756.464	0.714558E-13
830.217	0.946230E-13
911.163	0.124194E-12
1000.00	0.161647E-12


E/N (Td)	Maximum energy
0.100000	4.93446
0.109750	4.93446
0.120450	4.93446
0.132194	4.93446
0.145083	4.93446
0.159228	4.93446
0.174753	4.93446
0.191791	4.93446
0.210490	4.93446
0.231013	4.93446
0.253536	4.93446
0.278256	4.93446
0.305386	4.93446
0.335160	4.93446
0.367838	4.93446
0.403702	4.93446
0.443062	4.93446
0.486260	4.93446
0.533670	4.93446
0.585702	4.93446
0.642807	4.93446
0.705480	4.93446
0.774264	4.93446
0.849753	4.93446
0.932603	4.93446
1.02353	4.93446
1.12332	4.93446
1.23285	4.93446
1.35305	4.93446
1.48497	4.93446
1.62975	4.93446
1.78865	4.93446
1.96304	4.93446
2.15443	4.93446
2.36449	4.93446
2.59502	5.83291
2.84804	5.83291
3.12572	5.83291
3.43047	5.83291
3.76494	5.83291
4.13201	5.83291
4.53488	5.83291
4.97702	6.89495
5.46228	6.89495
5.99484	6.89495
6.57933	8.15037
7.22081	8.15037
7.92483	8.54142
8.69749	10.0966
9.54548	10.0966
10.4762	10.0966
11.4976	10.0966
12.6186	11.9350
13.8489	11.9350
15.1991	11.9350
16.6810	14.1080
18.3074	14.1080
20.0923	14.1080
22.0513	14.1080
24.2013	16.6768
26.5609	16.6768
29.1505	16.6768
31.9927	19.7132
35.1119	19.7132
38.5353	19.7132
42.2924	23.3025
46.4159	23.3025
50.9414	27.5453
55.9081	27.5453
61.3591	27.5453
67.3415	32.5606
73.9072	32.5606
81.1131	38.4891
89.0215	38.4891
97.7010	38.4891
107.227	45.4971
117.681	45.4971
129.155	53.7809
141.747	53.7809
155.568	63.5731
170.735	63.5731
187.382	63.5731
205.651	75.1482
225.702	75.1482
247.708	88.8308
271.859	88.8308
298.365	105.005
327.455	124.123
359.381	124.123
394.421	146.723
432.876	146.723
475.081	173.438
521.401	205.017
572.237	205.017
628.029	242.345
689.261	286.470
756.464	286.470
830.217	338.629
911.163	400.285
1000.00	473.167


E/N (Td)	# of iterations
0.100000	8.00000
0.109750	8.00000
0.120450	8.00000
0.132194	8.00000
0.145083	8.00000
0.159228	8.00000
0.174753	8.00000
0.191791	8.00000
0.210490	8.00000
0.231013	8.00000
0.253536	8.00000
0.278256	8.00000
0.305386	8.00000
0.335160	8.00000
0.367838	8.00000
0.403702	8.00000
0.443062	8.00000
0.486260	8.00000
0.533670	8.00000
0.585702	8.00000
0.642807	8.00000
0.705480	8.00000
0.774264	9.00000
0.849753	9.00000
0.932603	9.00000
1.02353	9.00000
1.12332	9.00000
1.23285	9.00000
1.35305	9.00000
1.48497	9.00000
1.62975	10.0000
1.78865	10.0000
1.96304	10.0000
2.15443	10.0000
2.36449	10.0000
2.59502	18.0000
2.84804	9.00000
3.12572	9.00000
3.43047	9.00000
3.76494	8.00000
4.13201	8.00000
4.53488	8.00000
4.97702	17.0000
5.46228	9.00000
5.99484	9.00000
6.57933	17.0000
7.22081	9.00000
7.92483	5024.00
8.69749	19.0000
9.54548	9.00000
10.4762	9.00000
11.4976	9.00000
12.6186	17.0000
13.8489	9.00000
15.1991	8.00000
16.6810	17.0000
18.3074	8.00000
20.0923	8.00000
22.0513	8.00000
24.2013	15.0000
26.5609	8.00000
29.1505	7.00000
31.9927	14.0000
35.1119	7.00000
38.5353	7.00000
42.2924	13.0000
46.4159	6.00000
50.9414	13.0000
55.9081	6.00000
61.3591	6.00000
67.3415	12.0000
73.9072	6.00000
81.1131	12.0000
89.0215	6.00000
97.7010	6.00000
107.227	12.0000
117.681	6.00000
129.155	12.0000
141.747	6.00000
155.568	12.0000
170.735	6.00000
187.382	6.00000
205.651	11.0000
225.702	5.00000
247.708	11.0000
271.859	6.00000
298.365	12.0000
327.455	11.0000
359.381	6.00000
394.421	12.0000
432.876	6.00000
475.081	14.0000
521.401	14.0000
572.237	7.00000
628.029	14.0000
