BOLSIG+ version: 07/2024
Collision input data:
--------------------------------------------------
CO2
concat_xsections.dat
--------------------------------------------------
CO
concat_xsections.dat
--------------------------------------------------
H2O
concat_xsections.dat
--------------------------------------------------
N2
concat_xsections.dat
--------------------------------------------------
O2
concat_xsections.dat



Angular frequency / N (m3.rad/s)           0.00000
Cosine of E-B field angle                  0.00000
Gas temperature (K)                        3000.00
Excitation temperature (K)                 3000.00
Transition energy (eV)                     0.00000
Ionization degree                          0.00000
Gas particle density (1/m3)               0.200000E+25
Ion charge parameter                       1.00000
Ion/neutral mass ratio                     1.00000
Coulomb collision model                    1.00000
Energy sharing                             1.00000
Growth model                               1.00000
Maxwellian mean energy (eV)                0.00000
# of grid points                           200.000
Precision                                 0.100000E-09
Convergence                               0.100000E-03
Maximum # of iterations                    1000.00
Mole fraction CO2                         0.322581E-01
Mole fraction CO                          0.495392E-01
Mole fraction H2O                         0.108295
Mole fraction N2                          0.760369
Mole fraction O2                          0.495392E-01


E/N (Td)      	Electric field / N (Td)
20.0923	1.04861
22.0513	1.13225
24.2013	1.23122
26.5609	1.34887
29.1505	1.48724
31.9927	1.64674
35.1119	1.82543
38.5353	2.01917
42.2924	2.22298
46.4159	2.43133
50.9414	2.63979
55.9081	2.84458
61.3591	3.04412
67.3415	3.23751
73.9072	3.42519
81.1131	3.60793
89.0215	3.78756
97.7010	3.96552
107.227	4.14350
117.681	4.32364
129.155	4.50797
141.747	4.69824
155.568	4.89688
170.735	5.10623
187.382	5.32895
205.651	5.56773
225.702	5.82609
247.708	6.10742
271.859	6.41511
298.365	6.75315
327.455	7.12581
359.381	7.53710
394.421	7.99144
432.876	8.49313
475.081	9.04609
521.401	9.65505
572.237	10.3243
628.029	11.0589
689.261	11.8637
756.464	12.7446
830.217	13.7090
911.163	14.7645
1000.00	15.9205


E/N (Td)	Mobility *N (1/m/V/s)
0.100000	0.110793E+25
0.109750	0.110793E+25
0.120450	0.110793E+25
0.132194	0.110793E+25
0.145083	0.110793E+25
0.159228	0.110793E+25
0.174753	0.110794E+25
0.191791	0.110794E+25
0.210490	0.110794E+25
0.231013	0.110794E+25
0.253536	0.110794E+25
0.278256	0.110794E+25
0.305386	0.110794E+25
0.335160	0.110794E+25
0.367838	0.110794E+25
0.403702	0.110794E+25
0.443062	0.110794E+25
0.486260	0.110794E+25
0.533670	0.110795E+25
0.585702	0.110795E+25
0.642807	0.110795E+25
0.705480	0.110795E+25
0.774264	0.110796E+25
0.849753	0.110796E+25
0.932603	0.110797E+25
1.02353	0.110797E+25
1.12332	0.110797E+25
1.23285	0.110798E+25
1.35305	0.110798E+25
1.48497	0.110798E+25
1.62975	0.110798E+25
1.78865	0.110797E+25
1.96304	0.110795E+25
2.15443	0.110792E+25
2.36449	0.110786E+25
2.59502	0.110778E+25
2.84804	0.110764E+25
3.12572	0.110744E+25
3.43047	0.110714E+25
3.76494	0.110671E+25
4.13201	0.110610E+25
4.53488	0.110524E+25
4.97702	0.110405E+25
5.46228	0.110258E+25
5.99484	0.110042E+25
6.57933	0.109759E+25
7.22081	0.109392E+25
7.92483	0.108919E+25
8.69749	0.108340E+25
9.54548	0.107635E+25
10.4762	0.106799E+25
11.4976	0.105829E+25
12.6186	0.104729E+25
13.8489	0.103523E+25
15.1991	0.102230E+25
16.6810	0.100880E+25
18.3074	0.995156E+24
20.0923	0.981619E+24
22.0513	0.968648E+24
24.2013	0.956597E+24
26.5609	0.945616E+24
29.1505	0.936122E+24
31.9927	0.927986E+24
35.1119	0.921064E+24
38.5353	0.915039E+24
42.2924	0.909713E+24
46.4159	0.904702E+24
50.9414	0.899778E+24
55.9081	0.894603E+24
61.3591	0.889102E+24
67.3415	0.883133E+24
73.9072	0.876654E+24
81.1131	0.869580E+24
89.0215	0.862003E+24
97.7010	0.853856E+24
107.227	0.845096E+24
117.681	0.835817E+24
129.155	0.826013E+24
141.747	0.815626E+24
155.568	0.804702E+24
170.735	0.793306E+24
187.382	0.781452E+24
205.651	0.769113E+24
225.702	0.756472E+24
247.708	0.743562E+24
271.859	0.730328E+24
298.365	0.716827E+24
327.455	0.703205E+24
359.381	0.689408E+24
394.421	0.675562E+24
432.876	0.661704E+24
475.081	0.647748E+24
521.401	0.633807E+24
572.237	0.619878E+24
628.029	0.606013E+24
689.261	0.592234E+24
756.464	0.578564E+24
830.217	0.565054E+24
911.163	0.551732E+24
1000.00	0.538644E+24


E/N (Td)	Diffusion coefficient *N (1/m/s)
0.100000	0.286498E+24
0.109750	0.286503E+24
0.120450	0.286509E+24
0.132194	0.286517E+24
0.145083	0.286526E+24
0.159228	0.286537E+24
0.174753	0.286550E+24
0.191791	0.286566E+24
0.210490	0.286585E+24
0.231013	0.286608E+24
0.253536	0.286635E+24
0.278256	0.286668E+24
0.305386	0.286708E+24
0.335160	0.286757E+24
0.367838	0.286815E+24
0.403702	0.286884E+24
0.443062	0.286969E+24
0.486260	0.287070E+24
0.533670	0.287192E+24
0.585702	0.287339E+24
0.642807	0.287517E+24
0.705480	0.287730E+24
0.774264	0.287987E+24
0.849753	0.288296E+24
0.932603	0.288669E+24
1.02353	0.289118E+24
1.12332	0.289658E+24
1.23285	0.290306E+24
1.35305	0.291089E+24
1.48497	0.292031E+24
1.62975	0.293164E+24
1.78865	0.294527E+24
1.96304	0.296164E+24
2.15443	0.298134E+24
2.36449	0.300501E+24
2.59502	0.303363E+24
2.84804	0.306770E+24
3.12572	0.310851E+24
3.43047	0.315731E+24
3.76494	0.321555E+24
4.13201	0.328486E+24
4.53488	0.336705E+24
4.97702	0.346410E+24
5.46228	0.357870E+24
5.99484	0.371158E+24
6.57933	0.386517E+24
7.22081	0.404086E+24
7.92483	0.423922E+24
8.69749	0.446160E+24
9.54548	0.470668E+24
10.4762	0.497298E+24
11.4976	0.525853E+24
12.6186	0.556145E+24
13.8489	0.588050E+24
15.1991	0.621671E+24
16.6810	0.657431E+24
18.3074	0.696188E+24
20.0923	0.739308E+24
22.0513	0.788639E+24
24.2013	0.846312E+24
26.5609	0.914338E+24
29.1505	0.994190E+24
31.9927	0.108613E+25
35.1119	0.118905E+25
38.5353	0.130046E+25
42.2924	0.141737E+25
46.4159	0.153635E+25
50.9414	0.165470E+25
55.9081	0.176980E+25
61.3591	0.188061E+25
67.3415	0.198641E+25
73.9072	0.208724E+25
81.1131	0.218323E+25
89.0215	0.227541E+25
97.7010	0.236423E+25
107.227	0.245031E+25
117.681	0.253467E+25
129.155	0.261818E+25
141.747	0.270099E+25
155.568	0.278403E+25
170.735	0.286824E+25
187.382	0.295431E+25
205.651	0.304281E+25
225.702	0.313523E+25
247.708	0.323262E+25
271.859	0.333529E+25
298.365	0.344444E+25
327.455	0.356175E+25
359.381	0.368783E+25
394.421	0.382405E+25
432.876	0.397148E+25
475.081	0.413025E+25
521.401	0.430171E+25
572.237	0.448636E+25
628.029	0.468530E+25
689.261	0.489820E+25
756.464	0.512601E+25
830.217	0.537100E+25
911.163	0.563325E+25
1000.00	0.591491E+25


E/N (Td)	Energy mobility *N (1/m/V/s)
0.100000	0.189834E+25
0.109750	0.189833E+25
0.120450	0.189833E+25
0.132194	0.189832E+25
0.145083	0.189832E+25
0.159228	0.189831E+25
0.174753	0.189830E+25
0.191791	0.189829E+25
0.210490	0.189828E+25
0.231013	0.189826E+25
0.253536	0.189825E+25
0.278256	0.189822E+25
0.305386	0.189820E+25
0.335160	0.189817E+25
0.367838	0.189813E+25
0.403702	0.189808E+25
0.443062	0.189803E+25
0.486260	0.189796E+25
0.533670	0.189788E+25
0.585702	0.189779E+25
0.642807	0.189767E+25
0.705480	0.189753E+25
0.774264	0.189736E+25
0.849753	0.189716E+25
0.932603	0.189691E+25
1.02353	0.189661E+25
1.12332	0.189625E+25
1.23285	0.189581E+25
1.35305	0.189528E+25
1.48497	0.189463E+25
1.62975	0.189385E+25
1.78865	0.189289E+25
1.96304	0.189173E+25
2.15443	0.189031E+25
2.36449	0.188858E+25
2.59502	0.188658E+25
2.84804	0.188400E+25
3.12572	0.188084E+25
3.43047	0.187698E+25
3.76494	0.187229E+25
4.13201	0.186659E+25
4.53488	0.185972E+25
4.97702	0.185147E+25
5.46228	0.184187E+25
5.99484	0.183035E+25
6.57933	0.181700E+25
7.22081	0.180177E+25
7.92483	0.178445E+25
8.69749	0.176552E+25
9.54548	0.174503E+25
10.4762	0.172326E+25
11.4976	0.170060E+25
12.6186	0.167749E+25
13.8489	0.165436E+25
15.1991	0.163169E+25
16.6810	0.160996E+25
18.3074	0.158973E+25
20.0923	0.157119E+25
22.0513	0.155473E+25
24.2013	0.154043E+25
26.5609	0.152800E+25
29.1505	0.151728E+25
31.9927	0.150754E+25
35.1119	0.149817E+25
38.5353	0.148859E+25
42.2924	0.147856E+25
46.4159	0.146780E+25
50.9414	0.145625E+25
55.9081	0.144377E+25
61.3591	0.143044E+25
67.3415	0.141624E+25
73.9072	0.140119E+25
81.1131	0.138527E+25
89.0215	0.136854E+25
97.7010	0.135098E+25
107.227	0.133259E+25
117.681	0.131341E+25
129.155	0.129347E+25
141.747	0.127281E+25
155.568	0.125153E+25
170.735	0.122968E+25
187.382	0.120737E+25
205.651	0.118464E+25
225.702	0.116181E+25
247.708	0.113899E+25
271.859	0.111616E+25
298.365	0.109346E+25
327.455	0.107108E+25
359.381	0.104895E+25
394.421	0.102725E+25
432.876	0.100598E+25
475.081	0.984978E+24
521.401	0.964295E+24
572.237	0.943914E+24
628.029	0.923866E+24
689.261	0.904159E+24
756.464	0.884848E+24
830.217	0.865941E+24
911.163	0.847538E+24
1000.00	0.829721E+24


E/N (Td)	Energy diffusion coef. *N (1/m/s)
0.100000	0.490799E+24
0.109750	0.490809E+24
0.120450	0.490821E+24
0.132194	0.490835E+24
0.145083	0.490852E+24
0.159228	0.490873E+24
0.174753	0.490898E+24
0.191791	0.490928E+24
0.210490	0.490964E+24
0.231013	0.491008E+24
0.253536	0.491061E+24
0.278256	0.491124E+24
0.305386	0.491200E+24
0.335160	0.491292E+24
0.367838	0.491403E+24
0.403702	0.491536E+24
0.443062	0.491696E+24
0.486260	0.491889E+24
0.533670	0.492122E+24
0.585702	0.492402E+24
0.642807	0.492738E+24
0.705480	0.493144E+24
0.774264	0.493632E+24
0.849753	0.494219E+24
0.932603	0.494925E+24
1.02353	0.495774E+24
1.12332	0.496794E+24
1.23285	0.498017E+24
1.35305	0.499489E+24
1.48497	0.501255E+24
1.62975	0.503372E+24
1.78865	0.505908E+24
1.96304	0.508939E+24
2.15443	0.512561E+24
2.36449	0.516879E+24
2.59502	0.522057E+24
2.84804	0.528143E+24
3.12572	0.535330E+24
3.43047	0.543780E+24
3.76494	0.553660E+24
4.13201	0.565135E+24
4.53488	0.578355E+24
4.97702	0.593443E+24
5.46228	0.610545E+24
5.99484	0.629534E+24
6.57933	0.650410E+24
7.22081	0.673023E+24
7.92483	0.697113E+24
8.69749	0.722660E+24
9.54548	0.749365E+24
10.4762	0.777166E+24
11.4976	0.806250E+24
12.6186	0.837217E+24
13.8489	0.871170E+24
15.1991	0.910047E+24
16.6810	0.956684E+24
18.3074	0.101487E+25
20.0923	0.108898E+25
22.0513	0.118325E+25
24.2013	0.130037E+25
26.5609	0.144016E+25
29.1505	0.159874E+25
31.9927	0.176923E+25
35.1119	0.194346E+25
38.5353	0.211390E+25
42.2924	0.227547E+25
46.4159	0.242524E+25
50.9414	0.256256E+25
55.9081	0.268777E+25
61.3591	0.280243E+25
67.3415	0.290820E+25
73.9072	0.300681E+25
81.1131	0.309974E+25
89.0215	0.318865E+25
97.7010	0.327468E+25
107.227	0.335886E+25
117.681	0.344248E+25
129.155	0.352654E+25
141.747	0.361189E+25
155.568	0.369974E+25
170.735	0.379144E+25
187.382	0.388837E+25
205.651	0.399181E+25
225.702	0.410420E+25
247.708	0.422750E+25
271.859	0.436319E+25
298.365	0.451337E+25
327.455	0.468060E+25
359.381	0.486597E+25
394.421	0.507173E+25
432.876	0.529924E+25
475.081	0.554806E+25
521.401	0.581955E+25
572.237	0.611415E+25
628.029	0.643303E+25
689.261	0.677704E+25
756.464	0.714842E+25
830.217	0.754967E+25
911.163	0.798493E+25
1000.00	0.845973E+25


E/N (Td)	Total collision freq. /N (m3/s)
0.100000	0.188535E-12
0.109750	0.188535E-12
0.120450	0.188534E-12
0.132194	0.188534E-12
0.145083	0.188533E-12
0.159228	0.188532E-12
0.174753	0.188531E-12
0.191791	0.188529E-12
0.210490	0.188528E-12
0.231013	0.188525E-12
0.253536	0.188523E-12
0.278256	0.188520E-12
0.305386	0.188517E-12
0.335160	0.188512E-12
0.367838	0.188507E-12
0.403702	0.188501E-12
0.443062	0.188493E-12
0.486260	0.188485E-12
0.533670	0.188474E-12
0.585702	0.188461E-12
0.642807	0.188445E-12
0.705480	0.188426E-12
0.774264	0.188404E-12
0.849753	0.188376E-12
0.932603	0.188344E-12
1.02353	0.188304E-12
1.12332	0.188257E-12
1.23285	0.188200E-12
1.35305	0.188132E-12
1.48497	0.188050E-12
1.62975	0.187952E-12
1.78865	0.187835E-12
1.96304	0.187695E-12
2.15443	0.187528E-12
2.36449	0.187329E-12
2.59502	0.187091E-12
2.84804	0.186810E-12
3.12572	0.186479E-12
3.43047	0.186087E-12
3.76494	0.185629E-12
4.13201	0.185094E-12
4.53488	0.184473E-12
4.97702	0.183759E-12
5.46228	0.182944E-12
5.99484	0.182026E-12
6.57933	0.181004E-12
7.22081	0.179885E-12
7.92483	0.178684E-12
8.69749	0.177414E-12
9.54548	0.176110E-12
10.4762	0.174809E-12
11.4976	0.173556E-12
12.6186	0.172395E-12
13.8489	0.171380E-12
15.1991	0.170553E-12
16.6810	0.169955E-12
18.3074	0.169619E-12
20.0923	0.169568E-12
22.0513	0.169815E-12
24.2013	0.170359E-12
26.5609	0.171181E-12
29.1505	0.172248E-12
31.9927	0.173508E-12
35.1119	0.174898E-12
38.5353	0.176351E-12
42.2924	0.177814E-12
46.4159	0.179242E-12
50.9414	0.180611E-12
55.9081	0.181912E-12
61.3591	0.183150E-12
67.3415	0.184336E-12
73.9072	0.185488E-12
81.1131	0.186627E-12
89.0215	0.187775E-12
97.7010	0.188953E-12
107.227	0.190182E-12
117.681	0.191482E-12
129.155	0.192877E-12
141.747	0.194383E-12
155.568	0.196023E-12
170.735	0.197818E-12
187.382	0.199787E-12
205.651	0.201950E-12
225.702	0.204325E-12
247.708	0.206929E-12
271.859	0.209770E-12
298.365	0.212859E-12
327.455	0.216202E-12
359.381	0.219796E-12
394.421	0.223640E-12
432.876	0.227726E-12
475.081	0.232039E-12
521.401	0.236569E-12
572.237	0.241300E-12
628.029	0.246219E-12
689.261	0.251304E-12
756.464	0.256538E-12
830.217	0.261909E-12
911.163	0.267395E-12
1000.00	0.272979E-12


E/N (Td)	Momentum frequency /N (m3/s)
0.100000	0.158748E-12
0.109750	0.158748E-12
0.120450	0.158748E-12
0.132194	0.158748E-12
0.145083	0.158748E-12
0.159228	0.158748E-12
0.174753	0.158748E-12
0.191791	0.158748E-12
0.210490	0.158747E-12
0.231013	0.158747E-12
0.253536	0.158747E-12
0.278256	0.158747E-12
0.305386	0.158747E-12
0.335160	0.158747E-12
0.367838	0.158747E-12
0.403702	0.158747E-12
0.443062	0.158747E-12
0.486260	0.158746E-12
0.533670	0.158746E-12
0.585702	0.158746E-12
0.642807	0.158745E-12
0.705480	0.158745E-12
0.774264	0.158744E-12
0.849753	0.158744E-12
0.932603	0.158743E-12
1.02353	0.158743E-12
1.12332	0.158742E-12
1.23285	0.158741E-12
1.35305	0.158741E-12
1.48497	0.158741E-12
1.62975	0.158741E-12
1.78865	0.158743E-12
1.96304	0.158745E-12
2.15443	0.158750E-12
2.36449	0.158758E-12
2.59502	0.158770E-12
2.84804	0.158789E-12
3.12572	0.158819E-12
3.43047	0.158862E-12
3.76494	0.158923E-12
4.13201	0.159012E-12
4.53488	0.159135E-12
4.97702	0.159306E-12
5.46228	0.159519E-12
5.99484	0.159831E-12
6.57933	0.160244E-12
7.22081	0.160781E-12
7.92483	0.161480E-12
8.69749	0.162343E-12
9.54548	0.163405E-12
10.4762	0.164685E-12
11.4976	0.166194E-12
12.6186	0.167941E-12
13.8489	0.169897E-12
15.1991	0.172046E-12
16.6810	0.174348E-12
18.3074	0.176738E-12
20.0923	0.179175E-12
22.0513	0.181575E-12
24.2013	0.183862E-12
26.5609	0.185997E-12
29.1505	0.187884E-12
31.9927	0.189531E-12
35.1119	0.190955E-12
38.5353	0.192213E-12
42.2924	0.193338E-12
46.4159	0.194409E-12
50.9414	0.195473E-12
55.9081	0.196603E-12
61.3591	0.197820E-12
67.3415	0.199157E-12
73.9072	0.200629E-12
81.1131	0.202261E-12
89.0215	0.204039E-12
97.7010	0.205986E-12
107.227	0.208121E-12
117.681	0.210431E-12
129.155	0.212929E-12
141.747	0.215640E-12
155.568	0.218568E-12
170.735	0.221708E-12
187.382	0.225071E-12
205.651	0.228682E-12
225.702	0.232503E-12
247.708	0.236540E-12
271.859	0.240826E-12
298.365	0.245362E-12
327.455	0.250115E-12
359.381	0.255120E-12
394.421	0.260349E-12
432.876	0.265802E-12
475.081	0.271528E-12
521.401	0.277501E-12
572.237	0.283737E-12
628.029	0.290228E-12
689.261	0.296981E-12
756.464	0.303998E-12
830.217	0.311266E-12
911.163	0.318781E-12
1000.00	0.326527E-12


E/N (Td)	Total ionization freq. /N (m3/s)
0.100000	0.00000
0.109750	0.00000
0.120450	0.00000
0.132194	0.00000
0.145083	0.00000
0.159228	0.00000
0.174753	0.00000
0.191791	0.00000
0.210490	0.00000
0.231013	0.00000
0.253536	0.00000
0.278256	0.00000
0.305386	0.00000
0.335160	0.00000
0.367838	0.00000
0.403702	0.00000
0.443062	0.00000
0.486260	0.00000
0.533670	0.00000
0.585702	0.00000
0.642807	0.00000
0.705480	0.00000
0.774264	0.00000
0.849753	0.00000
0.932603	0.00000
1.02353	0.00000
1.12332	0.00000
1.23285	0.00000
1.35305	0.00000
1.48497	0.00000
1.62975	0.00000
1.78865	0.00000
1.96304	0.00000
2.15443	0.00000
2.36449	0.00000
2.59502	0.00000
2.84804	0.00000
3.12572	0.00000
3.43047	0.00000
3.76494	0.00000
4.13201	0.00000
4.53488	0.00000
4.97702	0.00000
5.46228	0.00000
5.99484	0.00000
6.57933	0.00000
7.22081	0.00000
7.92483	0.00000
8.69749	0.00000
9.54548	0.00000
10.4762	0.00000
11.4976	0.00000
12.6186	0.157001E-31
13.8489	0.146836E-30
15.1991	0.121901E-29
16.6810	0.888839E-29
18.3074	0.118861E-26
20.0923	0.800674E-26
22.0513	0.482419E-25
24.2013	0.260641E-24
26.5609	0.130743E-23
29.1505	0.581001E-23
31.9927	0.233859E-22
35.1119	0.854225E-22
38.5353	0.284909E-21
42.2924	0.867548E-21
46.4159	0.243284E-20
50.9414	0.633149E-20
55.9081	0.153939E-19
61.3591	0.352826E-19
67.3415	0.766483E-19
73.9072	0.159003E-18
81.1131	0.316797E-18
89.0215	0.608925E-18
97.7010	0.113382E-17
107.227	0.205218E-17
117.681	0.361767E-17
129.155	0.622658E-17
141.747	0.104779E-16
155.568	0.172665E-16
170.735	0.278809E-16
187.382	0.441612E-16
205.651	0.686473E-16
225.702	0.104809E-15
247.708	0.157228E-15
271.859	0.231741E-15
298.365	0.335724E-15
327.455	0.478148E-15
359.381	0.669565E-15
394.421	0.922356E-15
432.876	0.125039E-14
475.081	0.166858E-14
521.401	0.219335E-14
572.237	0.284195E-14
628.029	0.363281E-14
689.261	0.458456E-14
756.464	0.571660E-14
830.217	0.704864E-14
911.163	0.860091E-14
1000.00	0.103938E-13


E/N (Td)	Total attachment freq. /N (m3/s)
0.100000	0.148355E-19
0.109750	0.148357E-19
0.120450	0.148358E-19
0.132194	0.148360E-19
