BOLSIG+ version: 07/2024
Collision input data:
--------------------------------------------------
CO2
concat_xsections.dat
--------------------------------------------------
CO
concat_xsections.dat
--------------------------------------------------
H2O
concat_xsections.dat
--------------------------------------------------
N2
concat_xsections.dat
--------------------------------------------------
O2
concat_xsections.dat



Angular frequency / N (m3.rad/s)           0.00000
Cosine of E-B field angle                  0.00000
Gas temperature (K)                        3000.00
Excitation temperature (K)                 3000.00
Transition energy (eV)                     0.00000
Ionization degree                          0.00000
Gas particle density (1/m3)               0.200000E+25
Ion charge parameter                       1.00000
Ion/neutral mass ratio                     1.00000
Coulomb collision model                    1.00000
Energy sharing                             1.00000
Growth model                               1.00000
Maxwellian mean energy (eV)                0.00000
# of grid points                           200.000
Precision                                 0.100000E-09
Convergence                               0.100000E-03
Maximum # of iterations                    1000.00
Mole fraction CO2                         0.322581E-01
Mole fraction CO                          0.495392E-01
Mole fraction H2O                         0.108295
Mole fraction N2                          0.760369
Mole fraction O2                          0.495392E-01


E/N (Td)      	Electric field / N (Td)
0.145083	0.148362E-19
0.159228	0.148364E-19
0.174753	0.148367E-19
0.191791	0.148371E-19
0.210490	0.148375E-19
0.231013	0.148380E-19
0.253536	0.148386E-19
0.278256	0.148393E-19
0.305386	0.148402E-19
0.335160	0.148413E-19
0.367838	0.148426E-19
0.403702	0.148442E-19
0.443062	0.148461E-19
0.486260	0.148483E-19
0.533670	0.148510E-19
0.585702	0.148543E-19
0.642807	0.148583E-19
0.705480	0.148631E-19
0.774264	0.148688E-19
0.849753	0.148757E-19
0.932603	0.148840E-19
1.02353	0.148941E-19
1.12332	0.149061E-19
1.23285	0.149206E-19
1.35305	0.149381E-19
1.48497	0.149591E-19
1.62975	0.149844E-19
1.78865	0.150148E-19
1.96304	0.150513E-19
2.15443	0.150953E-19
2.36449	0.151480E-19
2.59502	0.152117E-19
2.84804	0.152877E-19
3.12572	0.153787E-19
3.43047	0.154876E-19
3.76494	0.156176E-19
4.13201	0.157726E-19
4.53488	0.159568E-19
4.97702	0.161754E-19
5.46228	0.164344E-19
5.99484	0.167404E-19
6.57933	0.171029E-19
7.22081	0.175364E-19
7.92483	0.180667E-19
8.69749	0.187463E-19
9.54548	0.196791E-19
10.4762	0.210825E-19
11.4976	0.234015E-19
12.6186	0.275223E-19
13.8489	0.351323E-19
15.1991	0.493309E-19
16.6810	0.754968E-19
18.3074	0.122422E-18
20.0923	0.203461E-18
22.0513	0.337279E-18
24.2013	0.547301E-18
26.5609	0.859451E-18
29.1505	0.129653E-17
31.9927	0.187354E-17
35.1119	0.259196E-17
38.5353	0.343780E-17
42.2924	0.438576E-17
46.4159	0.540244E-17
50.9414	0.645497E-17
55.9081	0.751147E-17
61.3591	0.855016E-17
67.3415	0.955321E-17
73.9072	0.105106E-16
81.1131	0.114151E-16
89.0215	0.122653E-16
97.7010	0.130584E-16
107.227	0.137930E-16
117.681	0.144690E-16
129.155	0.150857E-16
141.747	0.156392E-16
155.568	0.161285E-16
170.735	0.165508E-16
187.382	0.169035E-16
205.651	0.171836E-16
225.702	0.173896E-16
247.708	0.175196E-16
271.859	0.175721E-16
298.365	0.175479E-16
327.455	0.174472E-16
359.381	0.172729E-16
394.421	0.170275E-16
432.876	0.167144E-16
475.081	0.163407E-16
521.401	0.159104E-16
572.237	0.154309E-16
628.029	0.149086E-16
689.261	0.143499E-16
756.464	0.137627E-16
830.217	0.131563E-16
911.163	0.125366E-16
1000.00	0.119108E-16


E/N (Td)	Townsend ioniz. coef. alpha/N (m2)
0.100000	0.00000
0.109750	0.00000
0.120450	0.00000
0.132194	0.00000
0.145083	0.00000
0.159228	0.00000
0.174753	0.00000
0.191791	0.00000
0.210490	0.00000
0.231013	0.00000
0.253536	0.00000
0.278256	0.00000
0.305386	0.00000
0.335160	0.00000
0.367838	0.00000
0.403702	0.00000
0.443062	0.00000
0.486260	0.00000
0.533670	0.00000
0.585702	0.00000
0.642807	0.00000
0.705480	0.00000
0.774264	0.00000
0.849753	0.00000
0.932603	0.00000
1.02353	0.00000
1.12332	0.00000
1.23285	0.00000
1.35305	0.00000
1.48497	0.00000
1.62975	0.00000
1.78865	0.00000
1.96304	0.00000
2.15443	0.00000
2.36449	0.00000
2.59502	0.00000
2.84804	0.00000
3.12572	0.00000
3.43047	0.00000
3.76494	0.00000
4.13201	0.00000
4.53488	0.00000
4.97702	0.00000
5.46228	0.00000
5.99484	0.00000
6.57933	0.00000
7.22081	0.00000
7.92483	0.00000
8.69749	0.00000
9.54548	0.00000
10.4762	0.00000
11.4976	0.00000
12.6186	0.118803E-35
13.8489	0.102420E-34
15.1991	0.784536E-34
16.6810	0.528199E-33
18.3074	0.652411E-31
20.0923	0.405959E-30
22.0513	0.225852E-29
24.2013	0.112584E-28
26.5609	0.520547E-28
29.1505	0.212911E-27
31.9927	0.787702E-27
35.1119	0.264136E-26
38.5353	0.807995E-26
42.2924	0.225490E-25
46.4159	0.579350E-25
50.9414	0.138134E-24
55.9081	0.307782E-24
61.3591	0.646741E-24
67.3415	0.128882E-23
73.9072	0.245409E-23
81.1131	0.449138E-23
89.0215	0.793524E-23
97.7010	0.135912E-22
107.227	0.226468E-22
117.681	0.367799E-22
129.155	0.583649E-22
141.747	0.906290E-22
155.568	0.137927E-21
170.735	0.205846E-21
187.382	0.301586E-21
205.651	0.434012E-21
225.702	0.613864E-21
247.708	0.853638E-21
271.859	0.116719E-20
298.365	0.156971E-20
327.455	0.207649E-20
359.381	0.270247E-20
394.421	0.346158E-20
432.876	0.436535E-20
475.081	0.542217E-20
521.401	0.663710E-20
572.237	0.801189E-20
628.029	0.954512E-20
689.261	0.112311E-19
756.464	0.130617E-19
830.217	0.150253E-19
911.163	0.171088E-19
1000.00	0.192962E-19


E/N (Td)	Townsend attach. coef. eta/N (m2)
0.100000	0.133903E-21
0.109750	0.122008E-21
0.120450	0.111170E-21
0.132194	0.101295E-21
0.145083	0.922978E-22
0.159228	0.840997E-22
0.174753	0.766300E-22
0.191791	0.698240E-22
0.210490	0.636229E-22
0.231013	0.579728E-22
0.253536	0.528248E-22
0.278256	0.481344E-22
0.305386	0.438608E-22
0.335160	0.399672E-22
0.367838	0.364198E-22
0.403702	0.331878E-22
0.443062	0.302433E-22
0.486260	0.275607E-22
0.533670	0.251169E-22
0.585702	0.228906E-22
0.642807	0.208626E-22
0.705480	0.190152E-22
0.774264	0.173326E-22
0.849753	0.158001E-22
0.932603	0.144045E-22
1.02353	0.131336E-22
1.12332	0.119765E-22
1.23285	0.109231E-22
1.35305	0.996436E-23
1.48497	0.909193E-23
1.62975	0.829825E-23
1.78865	0.757647E-23
1.96304	0.692031E-23
2.15443	0.632413E-23
2.36449	0.578274E-23
2.59502	0.529155E-23
2.84804	0.484614E-23
3.12572	0.444273E-23
3.43047	0.407781E-23
3.76494	0.374820E-23
4.13201	0.345102E-23
4.53488	0.318365E-23
4.97702	0.294371E-23
5.46228	0.272880E-23
5.99484	0.253763E-23
6.57933	0.236837E-23
7.22081	0.222008E-23
7.92483	0.209308E-23
8.69749	0.198945E-23
9.54548	0.191536E-23
10.4762	0.188432E-23
11.4976	0.192323E-23
12.6186	0.208262E-23
13.8489	0.245051E-23
15.1991	0.317485E-23
16.6810	0.448644E-23
18.3074	0.671955E-23
20.0923	0.103159E-22
22.0513	0.157902E-22
24.2013	0.236406E-22
26.5609	0.342187E-22
29.1505	0.475121E-22
31.9927	0.631062E-22
35.1119	0.801465E-22
38.5353	0.974949E-22
42.2924	0.113993E-21
46.4159	0.128652E-21
50.9414	0.140828E-21
55.9081	0.150183E-21
61.3591	0.156727E-21
67.3415	0.160635E-21
73.9072	0.162223E-21
81.1131	0.161838E-21
89.0215	0.159836E-21
97.7010	0.156534E-21
107.227	0.152212E-21
117.681	0.147103E-21
129.155	0.141406E-21
141.747	0.135272E-21
155.568	0.128837E-21
170.735	0.122195E-21
187.382	0.115437E-21
205.651	0.108641E-21
225.702	0.101850E-21
247.708	0.951190E-22
271.859	0.885039E-22
298.365	0.820470E-22
327.455	0.757691E-22
359.381	0.697163E-22
394.421	0.639038E-22
432.876	0.583530E-22
475.081	0.531002E-22
521.401	0.481452E-22
572.237	0.435021E-22
628.029	0.391719E-22
689.261	0.351537E-22
756.464	0.314459E-22
830.217	0.280449E-22
911.163	0.249377E-22
1000.00	0.221125E-22


E/N (Td)	Power /N (eV m3/s)
0.100000	0.110793E-19
0.109750	0.133451E-19
0.120450	0.160742E-19
0.132194	0.193615E-19
0.145083	0.233210E-19
0.159228	0.280902E-19
0.174753	0.338347E-19
0.191791	0.407541E-19
0.210490	0.490884E-19
0.231013	0.591272E-19
0.253536	0.712190E-19
0.278256	0.857836E-19
0.305386	0.103327E-18
0.335160	0.124457E-18
0.367838	0.149910E-18
0.403702	0.180567E-18
0.443062	0.217494E-18
0.486260	0.261972E-18
0.533670	0.315547E-18
0.585702	0.380078E-18
0.642807	0.457807E-18
0.705480	0.551431E-18
0.774264	0.664203E-18
0.849753	0.800038E-18
0.932603	0.963652E-18
1.02353	0.116073E-17
1.12332	0.139811E-17
1.23285	0.168403E-17
1.35305	0.202842E-17
1.48497	0.244324E-17
1.62975	0.294289E-17
1.78865	0.354469E-17
1.96304	0.426952E-17
2.15443	0.514250E-17
2.36449	0.619384E-17
2.59502	0.745996E-17
2.84804	0.898444E-17
3.12572	0.108198E-16
3.43047	0.130290E-16
3.76494	0.156873E-16
4.13201	0.188850E-16
4.53488	0.227293E-16
4.97702	0.273482E-16
5.46228	0.328971E-16
5.99484	0.395471E-16
6.57933	0.475119E-16
7.22081	0.570373E-16
7.92483	0.684043E-16
8.69749	0.819550E-16
9.54548	0.980733E-16
10.4762	0.117211E-15
11.4976	0.139900E-15
12.6186	0.166758E-15
13.8489	0.198548E-15
15.1991	0.236164E-15
16.6810	0.280704E-15
18.3074	0.333537E-15
20.0923	0.396281E-15
22.0513	0.471015E-15
24.2013	0.560281E-15
26.5609	0.667113E-15
29.1505	0.795473E-15
31.9927	0.949822E-15
35.1119	0.113553E-14
38.5353	0.135880E-14
42.2924	0.162716E-14
46.4159	0.194912E-14
50.9414	0.233494E-14
55.9081	0.279627E-14
61.3591	0.334741E-14
67.3415	0.400490E-14
73.9072	0.478853E-14
81.1131	0.572126E-14
89.0215	0.683122E-14
97.7010	0.815046E-14
107.227	0.971655E-14
117.681	0.115751E-13
129.155	0.137787E-13
141.747	0.163878E-13
155.568	0.194748E-13
170.735	0.231253E-13
187.382	0.274383E-13
205.651	0.325277E-13
225.702	0.385357E-13
247.708	0.456243E-13
271.859	0.539765E-13
298.365	0.638130E-13
327.455	0.754024E-13
359.381	0.890404E-13
394.421	0.105096E-12
432.876	0.123991E-12
475.081	0.146198E-12
521.401	0.172306E-12
572.237	0.202982E-12
628.029	0.239024E-12
689.261	0.281359E-12
756.464	0.331076E-12
830.217	0.389470E-12
911.163	0.458058E-12
1000.00	0.538644E-12


E/N (Td)	Elastic power loss /N (eV m3/s)
0.100000	0.123290E-21
0.109750	0.175777E-21
0.120450	0.238998E-21
0.132194	0.315146E-21
0.145083	0.406867E-21
0.159228	0.517344E-21
0.174753	0.650413E-21
0.191791	0.810693E-21
0.210490	0.100375E-20
0.231013	0.123628E-20
0.253536	0.151636E-20
0.278256	0.185371E-20
0.305386	0.226004E-20
0.335160	0.274944E-20
0.367838	0.333890E-20
0.403702	0.404888E-20
0.443062	0.490399E-20
0.486260	0.593390E-20
0.533670	0.717431E-20
0.585702	0.866823E-20
0.642807	0.104674E-19
0.705480	0.126356E-19
0.774264	0.152451E-19
0.849753	0.183876E-19
0.932603	0.221716E-19
1.02353	0.267276E-19
1.12332	0.322130E-19
1.23285	0.388016E-19
1.35305	0.467501E-19
1.48497	0.563160E-19
1.62975	0.678267E-19
1.78865	0.816739E-19
1.96304	0.983151E-19
2.15443	0.118336E-18
2.36449	0.142393E-18
2.59502	0.171374E-18
2.84804	0.206041E-18
3.12572	0.247594E-18
3.43047	0.297331E-18
3.76494	0.356754E-18
4.13201	0.427583E-18
4.53488	0.511751E-18
4.97702	0.611377E-18
5.46228	0.728905E-18
5.99484	0.866344E-18
6.57933	0.102605E-17
7.22081	0.120998E-17
7.92483	0.141969E-17
8.69749	0.165712E-17
9.54548	0.192242E-17
10.4762	0.221575E-17
11.4976	0.253721E-17
12.6186	0.288769E-17
13.8489	0.326899E-17
15.1991	0.368648E-17
16.6810	0.414972E-17
18.3074	0.467370E-17
20.0923	0.528075E-17
22.0513	0.599829E-17
24.2013	0.685708E-17
26.5609	0.788655E-17
29.1505	0.910412E-17
31.9927	0.105136E-16
35.1119	0.120983E-16
38.5353	0.138231E-16
42.2924	0.156461E-16
46.4159	0.175209E-16
50.9414	0.194116E-16
55.9081	0.212877E-16
61.3591	0.231387E-16
67.3415	0.249599E-16
73.9072	0.267591E-16
81.1131	0.285476E-16
89.0215	0.303461E-16
97.7010	0.321735E-16
107.227	0.340518E-16
117.681	0.360075E-16
129.155	0.380689E-16
141.747	0.402617E-16
155.568	0.426211E-16
170.735	0.451818E-16
187.382	0.479845E-16
205.651	0.510718E-16
225.702	0.544955E-16
247.708	0.583100E-16
271.859	0.625673E-16
298.365	0.673309E-16
327.455	0.726667E-16
359.381	0.786414E-16
394.421	0.853273E-16
432.876	0.928024E-16
475.081	0.101137E-15
521.401	0.110418E-15
572.237	0.120735E-15
628.029	0.132190E-15
689.261	0.144882E-15
756.464	0.158937E-15
830.217	0.174491E-15
911.163	0.191689E-15
1000.00	0.210714E-15


E/N (Td)	Inelastic power loss /N (eV m3/s)
0.100000	0.154676E-19
0.109750	0.176798E-19
0.120450	0.203445E-19
0.132194	0.235540E-19
0.145083	0.274199E-19
0.159228	0.320765E-19
0.174753	0.376853E-19
0.191791	0.444411E-19
0.210490	0.525786E-19
0.231013	0.623803E-19
0.253536	0.741865E-19
0.278256	0.884072E-19
0.305386	0.105536E-18
0.335160	0.126168E-18
0.367838	0.151020E-18
0.403702	0.180954E-18
0.443062	0.217011E-18
0.486260	0.260442E-18
0.533670	0.312755E-18
0.585702	0.375769E-18
0.642807	0.451670E-18
0.705480	0.543109E-18
0.774264	0.653239E-18
0.849753	0.785894E-18
0.932603	0.945685E-18
1.02353	0.113816E-17
1.12332	0.137001E-17
1.23285	0.164901E-17
1.35305	0.198541E-17
1.48497	0.239062E-17
1.62975	0.287888E-17
1.78865	0.346680E-17
1.96304	0.417471E-17
2.15443	0.502765E-17
2.36449	0.605494E-17
2.59502	0.729256E-17
2.84804	0.878233E-17
3.12572	0.105761E-16
3.43047	0.127355E-16
3.76494	0.153344E-16
4.13201	0.184611E-16
4.53488	0.222212E-16
4.97702	0.267404E-16
5.46228	0.321769E-16
5.99484	0.386904E-16
6.57933	0.464950E-16
7.22081	0.558310E-16
7.92483	0.669722E-16
8.69749	0.802841E-16
9.54548	0.961365E-16
10.4762	0.114981E-15
11.4976	0.137348E-15
12.6186	0.163871E-15
13.8489	0.195286E-15
15.1991	0.232498E-15
16.6810	0.276601E-15
18.3074	0.328893E-15
20.0923	0.391112E-15
22.0513	0.465289E-15
24.2013	0.553978E-15
26.5609	0.660355E-15
29.1505	0.788264E-15
31.9927	0.942367E-15
35.1119	0.112814E-14
38.5353	0.135184E-14
42.2924	0.162119E-14
46.4159	0.194467E-14
50.9414	0.233253E-14
55.9081	0.279629E-14
61.3591	0.335019E-14
67.3415	0.401062E-14
73.9072	0.479722E-14
81.1131	0.573266E-14
89.0215	0.684493E-14
97.7010	0.816548E-14
107.227	0.973118E-14
117.681	0.115861E-13
129.155	0.137805E-13
141.747	0.163717E-13
155.568	0.194271E-13
170.735	0.230227E-13
187.382	0.272455E-13
205.651	0.321898E-13
225.702	0.379717E-13
247.708	0.447124E-13
271.859	0.525396E-13
298.365	0.615974E-13
327.455	0.720472E-13
359.381	0.840453E-13
394.421	0.977753E-13
432.876	0.113421E-12
475.081	0.131150E-12
521.401	0.151172E-12
572.237	0.173677E-12
628.029	0.198882E-12
689.261	0.226995E-12
756.464	0.258236E-12
830.217	0.292847E-12
911.163	0.331064E-12
1000.00	0.373147E-12


E/N (Td)	Growth power /N (eV m3/s)
0.100000	-0.575394E-20
0.109750	-0.575408E-20
0.120450	-0.575425E-20
0.132194	-0.575446E-20
0.145083	-0.575471E-20
0.159228	-0.575501E-20
0.174753	-0.575537E-20
0.191791	-0.575580E-20
0.210490	-0.575632E-20
0.231013	-0.575695E-20
0.253536	-0.575771E-20
0.278256	-0.575863E-20
0.305386	-0.575973E-20
0.335160	-0.576105E-20
0.367838	-0.576265E-20
0.403702	-0.576458E-20
0.443062	-0.576689E-20
0.486260	-0.576969E-20
0.533670	-0.577305E-20
0.585702	-0.577710E-20
0.642807	-0.578199E-20
0.705480	-0.578788E-20
0.774264	-0.579497E-20
0.849753	-0.580352E-20
0.932603	-0.581382E-20
1.02353	-0.582623E-20
1.12332	-0.584119E-20
1.23285	-0.585919E-20
1.35305	-0.588094E-20
1.48497	-0.590717E-20
1.62975	-0.593881E-20
1.78865	-0.597699E-20
1.96304	-0.602302E-20
2.15443	-0.607865E-20
2.36449	-0.614582E-20
2.59502	-0.622738E-20
2.84804	-0.632545E-20
3.12572	-0.644398E-20
3.43047	-0.658727E-20
3.76494	-0.676046E-20
4.13201	-0.696976E-20
4.53488	-0.722252E-20
4.97702	-0.752748E-20
5.46228	-0.789572E-20
5.99484	-0.833814E-20
6.57933	-0.887011E-20
7.22081	-0.951047E-20
7.92483	-0.102869E-19
8.69749	-0.112478E-19
9.54548	-0.124800E-19
10.4762	-0.141646E-19
11.4976	-0.166847E-19
12.6186	-0.208484E-19
13.8489	-0.282976E-19
15.1991	-0.422910E-19
16.6810	-0.689986E-19
18.3074	-0.119599E-18
20.0923	-0.213376E-18
22.0513	-0.381924E-18
24.2013	-0.673911E-18
26.5609	-0.115941E-17
29.1505	-0.192842E-17
31.9927	-0.308546E-17
35.1119	-0.473166E-17
38.5353	-0.694148E-17
42.2924	-0.974827E-17
46.4159	-0.131301E-16
50.9414	-0.170243E-16
55.9081	-0.213247E-16
61.3591	-0.259223E-16
67.3415	-0.306827E-16
73.9072	-0.354585E-16
81.1131	-0.400451E-16
89.0215	-0.441525E-16
97.7010	-0.472906E-16
107.227	-0.486518E-16
117.681	-0.469208E-16
129.155	-0.399400E-16
141.747	-0.242512E-16
155.568	0.557276E-17
170.735	0.578593E-16
187.382	0.145268E-15
205.651	0.286564E-15
225.702	0.509362E-15
247.708	0.853348E-15
271.859	0.137405E-14
298.365	0.214893E-14
327.455	0.328322E-14
359.381	0.491697E-14
394.421	0.723568E-14
432.876	0.104791E-13
475.081	0.149483E-13
521.401	0.210259E-13
572.237	0.291859E-13
628.029	0.400161E-13
689.261	0.542273E-13
756.464	0.726919E-13
830.217	0.964666E-13
911.163	0.126823E-12
1000.00	0.165314E-12


E/N (Td)	Maximum energy
0.100000	6.21116
0.109750	6.21116
0.120450	6.21116
0.132194	6.21116
0.145083	6.21116
0.159228	6.21116
0.174753	6.21116
0.191791	6.21116
0.210490	6.21116
0.231013	6.21116
0.253536	6.21116
0.278256	6.21116
0.305386	6.21116
0.335160	6.21116
0.367838	6.21116
0.403702	6.21116
0.443062	6.21116
0.486260	6.21116
0.533670	6.21116
0.585702	6.21116
0.642807	6.21116
0.705480	6.21116
0.774264	6.21116
0.849753	6.21116
0.932603	6.21116
1.02353	6.21116
1.12332	6.21116
1.23285	6.21116
1.35305	6.21116
1.48497	6.21116
1.62975	6.21116
1.78865	6.21116
1.96304	6.21116
2.15443	6.21116
2.36449	6.21116
2.59502	7.34207
2.84804	7.34207
3.12572	7.34207
3.43047	7.34207
3.76494	7.34207
4.13201	7.34207
4.53488	7.34207
4.97702	7.34207
5.46228	8.67889
5.99484	8.67889
6.57933	8.67889
7.22081	8.67889
7.92483	10.2591
8.69749	10.2591
9.54548	10.2591
10.4762	10.2591
11.4976	10.2591
12.6186	12.1271
13.8489	12.1271
15.1991	12.1271
16.6810	12.1271
18.3074	14.3351
20.0923	14.3351
22.0513	14.3351
24.2013	14.3351
26.5609	16.9452
29.1505	16.9452
31.9927	16.9452
35.1119	16.9452
38.5353	20.0305
42.2924	20.0305
46.4159	20.0305
50.9414	23.6776
55.9081	23.6776
61.3591	27.9887
67.3415	27.9887
73.9072	27.9887
81.1131	33.0847
89.0215	33.0847
97.7010	33.0847
107.227	39.1086
117.681	39.1086
129.155	46.2293
141.747	46.2293
155.568	54.6466
170.735	54.6466
187.382	54.6466
205.651	64.5964
225.702	64.5964
247.708	76.3578
271.859	76.3578
298.365	90.2606
327.455	90.2606
359.381	106.695
394.421	106.695
432.876	126.121
475.081	149.085
521.401	149.085
572.237	176.230
628.029	208.317
689.261	208.317
756.464	246.246
830.217	291.081
911.163	291.081
1000.00	344.080


E/N (Td)	# of iterations
0.100000	4.00000
0.109750	4.00000
0.120450	4.00000
0.132194	4.00000
0.145083	4.00000
0.159228	4.00000
0.174753	4.00000
0.191791	4.00000
0.210490	4.00000
0.231013	4.00000
0.253536	4.00000
0.278256	4.00000
0.305386	4.00000
0.335160	4.00000
0.367838	4.00000
0.403702	4.00000
0.443062	4.00000
0.486260	4.00000
0.533670	4.00000
0.585702	4.00000
0.642807	4.00000
0.705480	5.00000
0.774264	5.00000
0.849753	5.00000
0.932603	5.00000
1.02353	5.00000
1.12332	5.00000
1.23285	5.00000
1.35305	5.00000
1.48497	5.00000
1.62975	5.00000
1.78865	5.00000
1.96304	5.00000
2.15443	5.00000
2.36449	5.00000
2.59502	10.0000
2.84804	5.00000
3.12572	5.00000
3.43047	5.00000
3.76494	5.00000
4.13201	5.00000
4.53488	5.00000
4.97702	5.00000
5.46228	10.0000
5.99484	5.00000
6.57933	5.00000
7.22081	5.00000
7.92483	10.0000
8.69749	5.00000
9.54548	5.00000
10.4762	5.00000
11.4976	5.00000
12.6186	10.0000
13.8489	5.00000
15.1991	5.00000
16.6810	5.00000
18.3074	10.0000
20.0923	5.00000
22.0513	5.00000
24.2013	4.00000
26.5609	9.00000
29.1505	5.00000
31.9927	4.00000
35.1119	5.00000
38.5353	10.0000
42.2924	5.00000
46.4159	5.00000
50.9414	10.0000
55.9081	5.00000
61.3591	10.0000
67.3415	5.00000
73.9072	5.00000
81.1131	10.0000
89.0215	5.00000
97.7010	5.00000
107.227	10.0000
117.681	5.00000
129.155	10.0000
141.747	5.00000
155.568	9.00000
170.735	4.00000
187.382	4.00000
205.651	9.00000
225.702	4.00000
247.708	8.00000
271.859	5.00000
298.365	9.00000
327.455	5.00000
359.381	10.0000
394.421	5.00000
432.876	10.0000
475.081	10.0000
521.401	5.00000
572.237	11.0000
628.029	12.0000
689.261	6.00000
756.464	12.0000
830.217	12.0000
911.163	6.00000
1000.00	12.0000


E/N (Td)	# of grid trials
0.100000	1.00000
0.109750	1.00000
0.120450	1.00000
0.132194	1.00000
0.145083	1.00000
0.159228	1.00000
0.174753	1.00000
0.191791	1.00000
0.210490	1.00000
0.231013	1.00000
0.253536	1.00000
0.278256	1.00000
0.305386	1.00000
0.335160	1.00000
0.367838	1.00000
0.403702	1.00000
0.443062	1.00000
0.486260	1.00000
0.533670	1.00000
0.585702	1.00000
0.642807	1.00000
0.705480	1.00000
0.774264	1.00000
0.849753	1.00000
0.932603	1.00000
1.02353	1.00000
1.12332	1.00000
1.23285	1.00000
1.35305	1.00000
1.48497	1.00000
1.62975	1.00000
1.78865	1.00000
1.96304	1.00000
2.15443	1.00000
2.36449	1.00000
2.59502	2.00000
2.84804	1.00000
3.12572	1.00000
3.43047	1.00000
3.76494	1.00000
4.13201	1.00000
4.53488	1.00000
4.97702	1.00000
5.46228	2.00000
5.99484	1.00000
6.57933	1.00000
7.22081	1.00000
7.92483	2.00000
8.69749	1.00000
9.54548	1.00000
10.4762	1.00000
11.4976	1.00000
12.6186	2.00000
13.8489	1.00000
15.1991	1.00000
16.6810	1.00000
18.3074	2.00000
20.0923	1.00000
22.0513	1.00000
24.2013	1.00000
26.5609	2.00000
29.1505	1.00000
31.9927	1.00000
35.1119	1.00000
38.5353	2.00000
42.2924	1.00000
46.4159	1.00000
50.9414	2.00000
55.9081	1.00000
61.3591	2.00000
67.3415	1.00000
73.9072	1.00000
81.1131	2.00000
89.0215	1.00000
97.7010	1.00000
107.227	2.00000
117.681	1.00000
129.155	2.00000
141.747	1.00000
155.568	2.00000
170.735	1.00000
187.382	1.00000
205.651	2.00000
225.702	1.00000
247.708	2.00000
271.859	1.00000
298.365	2.00000
327.455	1.00000
359.381	2.00000
394.421	1.00000
432.876	2.00000
475.081	2.00000
521.401	1.00000
572.237	2.00000
628.029	2.00000
689.261	1.00000
756.464	2.00000
830.217	2.00000
911.163	1.00000
1000.00	2.00000


E/N (Td)	Error code
0.100000	-1.00000
0.109750	-1.00000
0.120450	-1.00000
0.132194	-1.00000
0.145083	-1.00000
0.159228	-1.00000
0.174753	-1.00000
0.191791	-1.00000
0.210490	-1.00000
0.231013	-1.00000
0.253536	-1.00000
0.278256	-1.00000
0.305386	-1.00000
0.335160	-1.00000
0.367838	-1.00000
0.403702	-1.00000
0.443062	-1.00000
0.486260	-1.00000
0.533670	-1.00000
0.585702	-1.00000
0.642807	-1.00000
0.705480	-1.00000
0.774264	-1.00000
0.849753	-1.00000
0.932603	-1.00000
1.02353	-1.00000
1.12332	-1.00000
1.23285	-1.00000
1.35305	-1.00000
1.48497	-1.00000
1.62975	-1.00000
1.78865	-1.00000
1.96304	-1.00000
2.15443	-1.00000
2.36449	-1.00000
2.59502	-1.00000
2.84804	-1.00000
3.12572	-1.00000
3.43047	-1.00000
3.76494	-1.00000
4.13201	-1.00000
4.53488	-1.00000
4.97702	-1.00000
5.46228	-1.00000
5.99484	-1.00000
6.57933	-1.00000
7.22081	-1.00000
7.92483	-1.00000
8.69749	-1.00000
9.54548	-1.00000
10.4762	-1.00000
11.4976	-1.00000
12.6186	-1.00000
13.8489	-1.00000
15.1991	-1.00000
16.6810	-1.00000
18.3074	-1.00000
20.0923	-1.00000
22.0513	-1.00000
24.2013	-1.00000
26.5609	-1.00000
29.1505	-1.00000
31.9927	-1.00000
35.1119	-1.00000
38.5353	-1.00000
42.2924	-1.00000
46.4159	-1.00000
50.9414	-1.00000
55.9081	-1.00000
61.3591	-1.00000
67.3415	-1.00000
73.9072	-1.00000
81.1131	-1.00000
89.0215	-1.00000
97.7010	-1.00000
107.227	-1.00000
117.681	-1.00000
129.155	-1.00000
141.747	-1.00000
155.568	-1.00000
170.735	-1.00000
187.382	-1.00000
205.651	-1.00000
225.702	-1.00000
247.708	-1.00000
271.859	-1.00000
298.365	-1.00000
327.455	-1.00000
359.381	-1.00000
394.421	-1.00000
432.876	-1.00000
475.081	-1.00000
521.401	-1.00000
572.237	-1.00000
628.029	-1.00000
689.261	-1.00000
756.464	-1.00000
830.217	-1.00000
911.163	-1.00000
1000.00	-1.00000
